Date/Time,[1] Dew Point Temperature (C),[1] Diffuse Horizontal Radiation (Wh/m2),[1] Direct Normal Radiation (Wh/m2),[1] Dry Bulb Temperature (C),[1] Relative Humidity (),[1] Total Sky Cover (tenths),[1] Wind Direction ,[1] Wind Speed (m/s),[1] Surface Outside Face Temperature ,Lats,Longs
Year 1 Jan 12 01:00,6.5,0,0,14.9,57,0,340,0,14.55017158,26.263863,73.008957
Year 1 Jan 12 02:00,6.8,0,0,14.5,60,0,340,0,14.51086061,26.263863,73.008957
Year 1 Jan 12 03:00,7.3,0,0,13.8,65,0,340,0,14.02451416,26.263863,73.008957
Year 1 Jan 12 04:00,7.5,0,0,13,69,0,340,0,13.57240485,26.263863,73.008957
Year 1 Jan 12 05:00,6.8,0,0,12.5,68,2,340,0,12.16125885,26.263863,73.008957
Year 1 Jan 12 06:00,7.1,0,0,12.2,71,4,340,0,11.21921939,26.263863,73.008957
Year 1 Jan 12 07:00,7.5,0,0,12,74,5,340,0,11.14930155,26.263863,73.008957
Year 1 Jan 12 08:00,7.6,12,100,12.1,74,6,340,0,11.54779777,26.263863,73.008957
Year 1 Jan 12 09:00,6.7,78,200,14.3,60,7,340,0,12.57120105,26.263863,73.008957
Year 1 Jan 12 10:00,6.1,139,418,17.9,46,7,340,0.2,14.89695286,26.263863,73.008957
Year 1 Jan 12 11:00,6.2,139,698,22.9,34,6,340,0.5,17.14571245,26.263863,73.008957
Year 1 Jan 12 12:00,6.4,118,878,26.4,28,5,180,0.8,19.14561804,26.263863,73.008957
Year 1 Jan 12 13:00,6,96,986,27.8,25,4,180,1,21.63763973,26.263863,73.008957
Year 1 Jan 12 14:00,5.1,103,954,28.9,22,4,180,1,25.97179534,26.263863,73.008957
Year 1 Jan 12 15:00,5,111,872,29.6,21,4,270,1,29.55411431,26.263863,73.008957
Year 1 Jan 12 16:00,0.7,159,508,24.3,21,4,270,0.8,30.64341801,26.263863,73.008957
Year 1 Jan 12 17:00,7.2,96,504,28.6,26,4,270,0.5,31.5537956,26.263863,73.008957
Year 1 Jan 12 18:00,9.3,40,118,25,37,4,270,0.2,24.70462721,26.263863,73.008957
Year 1 Jan 12 19:00,9.2,0,0,21.3,46,5,270,0,20.97454922,26.263863,73.008957
Year 1 Jan 12 20:00,8.8,0,0,19.5,50,5,270,0,19.07889296,26.263863,73.008957
Year 1 Jan 12 21:00,8.1,0,0,18.1,52,5,270,0,17.50050993,26.263863,73.008957
Year 1 Jan 12 22:00,7.7,0,0,17.4,53,5,270,0,16.2124803,26.263863,73.008957
Year 1 Jan 12 23:00,7.7,0,0,17.1,54,6,270,0,15.43944215,26.263863,73.008957
Year 1 Jan 13 00:00,7.5,0,0,16.3,56,7,270,0,14.85305338,26.263863,73.008957
Year 1 Jan 13 01:00,7.6,0,0,15.3,60,7,270,0,14.22200913,26.263863,73.008957
Year 1 Jan 13 02:00,8,0,0,14.7,64,7,270,0,13.59053084,26.263863,73.008957
Year 1 Jan 13 03:00,8.6,0,0,14.4,68,6,270,0,12.77455672,26.263863,73.008957
Year 1 Jan 13 04:00,8.7,0,0,13.7,72,5,270,0,12.16579913,26.263863,73.008957
Year 1 Jan 13 05:00,8.1,0,0,12.8,73,5,270,0,12.27169337,26.263863,73.008957
Year 1 Jan 13 06:00,8.3,0,0,12.4,76,4,270,0,12.12461428,26.263863,73.008957
Year 1 Jan 13 07:00,8.3,0,0,12.2,77,3,270,0,11.98540586,26.263863,73.008957
Year 1 Jan 13 08:00,7.8,8,252,12.3,74,3,270,0,12.3761215,26.263863,73.008957
Year 1 Jan 13 09:00,6.8,60,503,14.2,61,2,270,0,13.7583009,26.263863,73.008957
Year 1 Jan 13 10:00,7.9,78,803,17.6,53,1,270,0,15.96029678,26.263863,73.008957
Year 1 Jan 13 11:00,8.6,66,1018,23.3,39,1,270,0,18.18124736,26.263863,73.008957
Year 1 Jan 13 12:00,6.9,63,1089,25.8,30,0,270,0,20.21209467,26.263863,73.008957
Year 1 Jan 13 13:00,7.2,59,1122,27.3,28,0,270,0,22.30050266,26.263863,73.008957
Year 1 Jan 13 14:00,6.8,86,1014,27.4,27,0,270,0,26.96801629,26.263863,73.008957
Year 1 Jan 13 15:00,7,83,987,28.3,26,0,270,0,30.499797,26.263863,73.008957
Year 1 Jan 13 16:00,7.1,86,870,28.4,26,0,270,0,32.85907216,26.263863,73.008957
Year 1 Jan 13 17:00,7.1,74,691,27.8,27,0,270,0,33.88158429,26.263863,73.008957
Year 1 Jan 13 18:00,8.5,40,274,25.5,34,0,270,0,26.40009959,26.263863,73.008957
Year 1 Jan 13 19:00,8.7,0,0,21.8,43,0,270,0,21.76923131,26.263863,73.008957
Year 1 Jan 13 20:00,9.1,0,0,20.2,49,0,270,0,20.11265257,26.263863,73.008957
Year 1 Jan 13 21:00,8.9,0,0,19.6,50,0,270,0,18.48809161,26.263863,73.008957
Year 1 Jan 13 22:00,7.6,0,0,21,42,0,270,0.2,17.18158253,26.263863,73.008957
Year 1 Jan 13 23:00,7.2,0,0,19.8,44,0,270,0.5,16.09812049,26.263863,73.008957
Year 1 Jan 14 00:00,6.7,0,0,18.2,47,0,360,0.8,15.16873808,26.263863,73.008957
Year 1 Jan 14 01:00,6.9,0,0,16.8,52,0,360,1.1,14.7354001,26.263863,73.008957
Year 1 Jan 14 02:00,7.3,0,0,15.8,57,0,360,1.3,14.25234389,26.263863,73.008957
Year 1 Jan 14 03:00,7.3,0,0,16.4,55,0,360,1.4,13.87221942,26.263863,73.008957
Year 1 Jan 14 04:00,7.3,0,0,16.4,55,0,360,1.3,13.61739113,26.263863,73.008957
Year 1 Jan 14 05:00,7.1,0,0,14.3,62,0,360,0.8,13.28799545,26.263863,73.008957
Year 1 Jan 14 06:00,7.6,0,0,13.4,68,0,360,0.3,13.10886268,26.263863,73.008957
Year 1 Jan 14 07:00,7.9,0,0,12.8,72,0,360,0,12.86947428,26.263863,73.008957
Year 1 Jan 14 08:00,7.9,8,244,12,76,0,360,0,12.95943087,26.263863,73.008957
Year 1 Jan 14 09:00,8.9,62,489,14.1,71,0,360,0,13.86577813,26.263863,73.008957
Year 1 Jan 14 10:00,9.3,87,747,16.9,61,0,360,0,15.99277727,26.263863,73.008957
Year 1 Jan 14 11:00,9.5,94,894,20.3,50,0,360,0,18.10124285,26.263863,73.008957
Year 1 Jan 14 12:00,10.2,84,1006,24.3,41,0,360,0,19.90320502,26.263863,73.008957
Year 1 Jan 14 13:00,9.4,63,1106,26.5,34,0,360,0,22.39855121,26.263863,73.008957
Year 1 Jan 14 14:00,7.7,55,1134,27.3,29,0,360,0,27.97694356,26.263863,73.008957
Year 1 Jan 14 15:00,6.2,70,1041,28,25,0,360,0,33.21569494,26.263863,73.008957
Year 1 Jan 14 16:00,6.2,86,869,28,25,1,360,0,35.44330443,26.263863,73.008957
Year 1 Jan 14 17:00,5.8,96,526,27.6,25,4,360,0,31.11247341,26.263863,73.008957
Year 1 Jan 14 18:00,6.9,41,92,25.2,31,6,360,0,23.30442602,26.263863,73.008957
Year 1 Jan 14 19:00,9.8,0,0,21.3,48,7,360,0,20.45858539,26.263863,73.008957
Year 1 Jan 14 20:00,9.8,0,0,19.1,55,6,360,0,18.83366787,26.263863,73.008957
Year 1 Jan 14 21:00,10.4,0,0,17.5,63,4,360,0,17.52723697,26.263863,73.008957
Year 1 Jan 14 22:00,10.1,0,0,16.5,66,3,360,0,16.4296344,26.263863,73.008957
Year 1 Jan 14 23:00,10.4,0,0,15.9,70,3,360,0,15.50300467,26.263863,73.008957
Year 1 Jan 15 00:00,9.4,0,0,15.3,68,3,360,0,14.69734658,26.263863,73.008957
Year 1 Jan 15 01:00,8.5,0,0,14.3,68,3,360,0,14.12176957,26.263863,73.008957
Year 1 Jan 15 02:00,8.5,0,0,14.1,69,3,360,0,14.15257824,26.263863,73.008957
Year 1 Jan 15 03:00,8.3,0,0,13.7,70,3,360,0,14.19591991,26.263863,73.008957
Year 1 Jan 15 04:00,7.8,0,0,13.1,70,2,360,0,13.96252958,26.263863,73.008957
Year 1 Jan 15 05:00,7.1,0,0,12.4,70,2,360,0,12.91875387,26.263863,73.008957
Year 1 Jan 15 06:00,6.8,0,0,11.7,72,1,360,0,12.21541198,26.263863,73.008957
Year 1 Jan 15 07:00,6.9,0,0,11.4,74,1,360,0,12.07890334,26.263863,73.008957
Year 1 Jan 15 08:00,7.1,7,279,11.8,73,2,360,0,12.04690836,26.263863,73.008957
Year 1 Jan 15 09:00,7,56,557,14.7,60,2,360,0,13.18038448,26.263863,73.008957
Year 1 Jan 15 10:00,8.3,75,821,18.9,50,3,360,0,15.66478893,26.263863,73.008957
Year 1 Jan 15 11:00,8.4,101,864,22.7,40,4,360,0,17.75095342,26.263863,73.008957
Year 1 Jan 15 12:00,6.9,136,818,25.8,30,5,360,0,19.81127111,26.263863,73.008957
Year 1 Jan 15 13:00,6.8,135,857,28.1,26,5,360,0,21.94644291,26.263863,73.008957
Year 1 Jan 15 14:00,5.6,163,756,28.7,23,6,360,0,27.57598549,26.263863,73.008957
Year 1 Jan 15 15:00,5.3,184,608,30,21,7,360,0,31.75342305,26.263863,73.008957
Year 1 Jan 15 16:00,4.8,195,323,29.4,21,8,360,0,29.47304475,26.263863,73.008957
Year 1 Jan 15 17:00,4.8,128,187,28.6,22,8,360,0,28.83223763,26.263863,73.008957
Year 1 Jan 15 18:00,8.5,32,26,26.5,32,8,360,0,23.35825528,26.263863,73.008957
Year 1 Jan 15 19:00,8.2,0,0,22.1,41,8,360,0,20.22093658,26.263863,73.008957
Year 1 Jan 15 20:00,9.9,0,0,21,49,6,360,0,18.48988231,26.263863,73.008957
Year 1 Jan 15 21:00,9.8,0,0,19.1,55,4,360,0,17.53090387,26.263863,73.008957
Year 1 Jan 15 22:00,9.7,0,0,18.7,56,3,360,0.3,16.80182974,26.263863,73.008957
Year 1 Jan 15 23:00,9,0,0,17.9,56,2,360,0.8,16.37542599,26.263863,73.008957
Year 1 Jan 16 00:00,8.2,0,0,16.5,58,0,320,1.3,15.6194548,26.263863,73.008957
Year 1 Jan 16 01:00,8.1,0,0,15.3,62,0,320,1.4,14.76135013,26.263863,73.008957
Year 1 Jan 16 02:00,7.3,0,0,14.7,61,1,320,1.1,13.70195983,26.263863,73.008957
Year 1 Jan 16 03:00,7.1,0,0,14.5,61,2,320,0.9,12.97104366,26.263863,73.008957
Year 1 Jan 16 04:00,7.5,0,0,14.5,63,2,320,0.6,12.55168989,26.263863,73.008957
Year 1 Jan 16 05:00,7.2,0,0,15.1,59,3,320,0.4,12.05414939,26.263863,73.008957
Year 1 Jan 16 06:00,7.4,0,0,15.1,60,4,320,0.1,11.33740995,26.263863,73.008957
Year 1 Jan 16 07:00,7.2,0,0,14.9,60,5,320,0,10.73664567,26.263863,73.008957
Year 1 Jan 16 08:00,6.5,12,43,13.9,61,7,320,0,10.83466769,26.263863,73.008957
Year 1 Jan 16 09:00,8,75,87,15,63,8,320,0,12.58735715,26.263863,73.008957
Year 1 Jan 16 10:00,8.1,164,138,18.4,51,9,320,0,15.40803861,26.263863,73.008957
Year 1 Jan 16 11:00,9.9,231,275,23.6,42,9,320,0,18.26688683,26.263863,73.008957
Year 1 Jan 16 12:00,9.2,279,285,24.9,37,9,320,0,20.25874614,26.263863,73.008957
Year 1 Jan 16 13:00,9.7,293,329,26.9,34,9,320,0,22.5838516,26.263863,73.008957
Year 1 Jan 16 14:00,8.9,288,325,28.7,29,9,320,0,27.79621862,26.263863,73.008957
Year 1 Jan 16 15:00,7.3,248,353,29.4,25,9,320,0,33.00726802,26.263863,73.008957
Year 1 Jan 16 16:00,6.8,210,206,28.1,26,9,320,0,31.31431739,26.263863,73.008957
Year 1 Jan 16 17:00,6.6,126,94,27.8,26,9,320,0,31.03170878,26.263863,73.008957
Year 1 Jan 16 18:00,9.7,28,15,26.9,34,9,320,0,25.46991584,26.263863,73.008957
Year 1 Jan 16 19:00,9.5,0,0,22.7,43,8,320,0,21.40796438,26.263863,73.008957
Year 1 Jan 16 20:00,9,0,0,19.7,50,7,320,0,19.32867429,26.263863,73.008957
Year 1 Jan 16 21:00,8.9,0,0,18.1,55,5,320,0,18.01419632,26.263863,73.008957
Year 1 Jan 16 22:00,9.6,0,0,18.3,57,5,320,0,17.26466914,26.263863,73.008957
Year 1 Jan 16 23:00,9.7,0,0,17.3,61,5,320,0,16.59106005,26.263863,73.008957
Year 1 Jan 17 00:00,9.7,0,0,17.3,61,5,320,0,15.95377008,26.263863,73.008957
Year 1 Jan 17 01:00,8.7,0,0,15.5,64,5,320,0,15.25906969,26.263863,73.008957
Year 1 Jan 17 02:00,9,0,0,14.6,69,5,320,0,14.40715084,26.263863,73.008957
Year 1 Jan 17 03:00,8.8,0,0,13.8,72,5,320,0,13.38687591,26.263863,73.008957
Year 1 Jan 17 04:00,8.5,0,0,13.2,73,4,320,0,12.38398701,26.263863,73.008957
Year 1 Jan 17 05:00,8,0,0,12.5,74,4,320,0,12.25324741,26.263863,73.008957
Year 1 Jan 17 06:00,8.2,0,0,12.5,75,4,320,0,11.83139582,26.263863,73.008957
Year 1 Jan 17 07:00,8.2,0,0,12.3,76,3,320,0,11.78507841,26.263863,73.008957
Year 1 Jan 17 08:00,8.3,8,289,12.4,76,2,320,0,12.24625366,26.263863,73.008957
Year 1 Jan 17 09:00,11.8,55,579,15.6,78,0,320,0,13.97167721,26.263863,73.008957
Year 1 Jan 17 10:00,14.1,76,822,18.6,75,0,320,0.3,16.81851377,26.263863,73.008957
Year 1 Jan 17 11:00,15.8,105,852,20.6,74,0,320,1.1,19.62457368,26.263863,73.008957
Year 1 Jan 17 12:00,16,141,803,22.2,68,0,230,1.8,21.53880104,26.263863,73.008957
Year 1 Jan 17 13:00,15.8,139,849,23.3,63,0,230,2.2,23.80129543,26.263863,73.008957
Year 1 Jan 17 14:00,12.6,92,998,24.7,47,0,230,2.4,29.16918158,26.263863,73.008957
Year 1 Jan 17 15:00,13.3,81,1001,25.4,47,0,270,2.5,33.14759041,26.263863,73.008957
Year 1 Jan 17 16:00,9.4,76,929,25.6,36,0,270,2.5,35.30171422,26.263863,73.008957
Year 1 Jan 17 17:00,9.6,71,733,25.8,36,0,270,2.4,32.2419991,26.263863,73.008957
Year 1 Jan 17 18:00,8.2,41,375,24.2,36,0,270,2.2,28.41773973,26.263863,73.008957
Year 1 Jan 17 19:00,7.1,0,0,21.2,40,0,270,1.8,23.04239116,26.263863,73.008957
Year 1 Jan 17 20:00,6,0,0,19.2,42,0,270,1.1,20.66233103,26.263863,73.008957
Year 1 Jan 17 21:00,5.9,0,0,18,45,0,270,0.3,18.98935517,26.263863,73.008957
Year 1 Jan 17 22:00,6.8,0,0,16.4,53,0,270,0,17.88068045,26.263863,73.008957
Year 1 Jan 17 23:00,6.2,0,0,15.4,54,0,270,0,17.2443177,26.263863,73.008957
Year 1 Jan 18 00:00,4.2,0,0,15.4,47,0,270,0,16.43875785,26.263863,73.008957
Year 1 Jan 18 01:00,3.1,0,0,15.2,44,0,270,0,15.59652361,26.263863,73.008957
Year 1 Jan 18 02:00,2.4,0,0,15.1,43,0,270,0,14.80885958,26.263863,73.008957
Year 1 Jan 18 03:00,2.6,0,0,14,46,0,270,0,14.32852947,26.263863,73.008957
Year 1 Jan 18 04:00,3.5,0,0,12.8,53,0,270,0.3,13.75538531,26.263863,73.008957
Year 1 Jan 18 05:00,5.2,0,0,13,59,0,270,0.8,12.99380846,26.263863,73.008957
Year 1 Jan 18 06:00,6.7,0,0,12.7,67,0,90,1.3,12.53279413,26.263863,73.008957
Year 1 Jan 18 07:00,7.3,0,0,12.6,70,0,90,1.3,12.42486697,26.263863,73.008957
Year 1 Jan 18 08:00,7.7,8,263,12.2,74,0,90,0.8,12.9246358,26.263863,73.008957
Year 1 Jan 18 09:00,6.9,60,526,13.8,63,0,90,0.3,14.6843671,26.263863,73.008957
Year 1 Jan 18 10:00,6,76,825,17.7,46,0,90,0,17.23250357,26.263863,73.008957
Year 1 Jan 18 11:00,6.3,85,938,22,36,2,90,0,19.58847208,26.263863,73.008957
Year 1 Jan 18 12:00,5.2,133,835,22.2,33,3,90,0,22.16943333,26.263863,73.008957
Year 1 Jan 18 13:00,2.4,139,850,23.5,25,3,90,0.1,24.68858074,26.263863,73.008957
Year 1 Jan 18 14:00,-0.4,133,861,24.7,19,3,90,0.3,30.86228609,26.263863,73.008957
Year 1 Jan 18 15:00,-1,94,950,24.7,18,2,90,0.4,34.73866859,26.263863,73.008957
Year 1 Jan 18 16:00,-2.5,87,878,24.7,16,1,90,0.6,36.86642171,26.263863,73.008957
Year 1 Jan 18 17:00,-2.6,80,678,24.5,16,1,90,0.8,37.5158924,26.263863,73.008957
Year 1 Jan 18 18:00,-2.6,41,404,23.5,17,0,20,0.9,30.8866576,26.263863,73.008957
Year 1 Jan 18 19:00,-1.3,0,0,21.8,21,0,20,0.8,25.93602085,26.263863,73.008957
Year 1 Jan 18 20:00,-0.7,0,0,20.4,24,0,20,0.5,24.11660204,26.263863,73.008957
Year 1 Jan 18 21:00,-0.8,0,0,19,26,0,20,0.2,22.92237865,26.263863,73.008957
Year 1 Jan 18 22:00,-0.1,0,0,17.6,30,0,20,0.4,21.58661109,26.263863,73.008957
Year 1 Jan 18 23:00,1.1,0,0,17.4,34,0,20,1.3,20.42770751,26.263863,73.008957
Year 1 Jan 19 00:00,3.3,0,0,16.9,40,0,50,2.2,19.16796251,26.263863,73.008957
Year 1 Jan 19 01:00,4.6,0,0,16.2,46,0,50,2.5,18.14746523,26.263863,73.008957
Year 1 Jan 19 02:00,6,0,0,15.8,52,0,50,2.4,16.68091053,26.263863,73.008957
Year 1 Jan 19 03:00,6.6,0,0,15,57,0,50,2.2,15.32087459,26.263863,73.008957
Year 1 Jan 19 04:00,6.9,0,0,14.1,62,0,50,2.1,14.53449554,26.263863,73.008957
Year 1 Jan 19 05:00,7.6,0,0,13.6,67,0,50,2.1,14.3198677,26.263863,73.008957
Year 1 Jan 19 06:00,7.8,0,0,12.7,72,0,70,2.1,13.88706151,26.263863,73.008957
Year 1 Jan 19 07:00,7.5,0,0,12.4,72,1,70,1.9,13.4506002,26.263863,73.008957
Year 1 Jan 19 08:00,7.9,13,67,12.8,72,4,70,1.6,14.0297419,26.263863,73.008957
Year 1 Jan 19 09:00,8.9,79,133,12.6,78,7,50,1.2,16.12683615,26.263863,73.008957
Year 1 Jan 19 10:00,10.1,161,91,14.5,75,9,50,0.8,18.8634431,26.263863,73.008957
Year 1 Jan 19 11:00,10.3,242,120,17.9,61,9,50,0.5,20.81774552,26.263863,73.008957
Year 1 Jan 19 12:00,8.8,298,170,19.5,50,9,50,0.2,22.3215983,26.263863,73.008957
Year 1 Jan 19 13:00,5.7,276,408,21.8,35,8,50,0.3,23.4206889,26.263863,73.008957
Year 1 Jan 19 14:00,1.4,216,596,22.9,24,7,50,0.8,24.87952894,26.263863,73.008957
Year 1 Jan 19 15:00,0.6,147,758,24.2,21,6,360,1.3,29.10780443,26.263863,73.008957
Year 1 Jan 19 16:00,-1.5,148,597,24,18,6,360,1.3,38.54718703,26.263863,73.008957
Year 1 Jan 19 17:00,-2.1,123,336,24.2,17,7,360,0.8,42.29235264,26.263863,73.008957
Year 1 Jan 19 18:00,-2.3,43,62,22.9,18,8,360,0.3,34.82308868,26.263863,73.008957
Year 1 Jan 19 19:00,-0.9,0,0,20.9,23,8,360,0,26.54108314,26.263863,73.008957
Year 1 Jan 19 20:00,2.7,0,0,18.4,35,6,360,0,23.69321547,26.263863,73.008957
Year 1 Jan 19 21:00,4.5,0,0,16.4,45,4,360,0,21.72328049,26.263863,73.008957
Year 1 Jan 19 22:00,5.9,0,0,15.1,54,3,360,0.3,20.45550087,26.263863,73.008957
Year 1 Jan 19 23:00,6.6,0,0,14.5,59,3,360,0.8,19.87915155,26.263863,73.008957
Year 1 Jan 20 00:00,5.5,0,0,15,53,3,360,1.3,19.69462325,26.263863,73.008957
Year 1 Jan 20 01:00,4.7,0,0,16,47,3,360,1.5,19.68549777,26.263863,73.008957
Year 1 Jan 20 02:00,4.5,0,0,15.1,49,3,360,1.5,19.03913299,26.263863,73.008957
Year 1 Jan 20 03:00,4.1,0,0,14.7,49,3,360,1.5,18.25573659,26.263863,73.008957
Year 1 Jan 20 04:00,3.8,0,0,14,50,3,360,1.5,17.19142205,26.263863,73.008957
Year 1 Jan 20 05:00,3.5,0,0,13.7,50,3,360,1.5,16.06491219,26.263863,73.008957
Year 1 Jan 20 06:00,3.7,0,0,13.9,50,3,50,1.5,15.19917138,26.263863,73.008957
Year 1 Jan 20 07:00,3.7,0,0,13.9,50,5,50,1.4,14.91619335,26.263863,73.008957
Year 1 Jan 20 08:00,3.7,14,38,13.9,50,7,50,1.3,15.04414298,26.263863,73.008957
Year 1 Jan 20 09:00,3.6,75,76,15.1,46,9,20,1.1,16.64736998,26.263863,73.008957
Year 1 Jan 20 10:00,4.3,167,133,16.6,44,9,20,1,18.8619299,26.263863,73.008957
Year 1 Jan 20 11:00,5,244,141,18.8,40,9,20,1,20.96795095,26.263863,73.008957
Year 1 Jan 20 12:00,3.5,298,178,21.2,31,9,50,1,22.78079574,26.263863,73.008957
Year 1 Jan 20 13:00,4.5,316,241,22.4,31,9,50,0.8,24.8314022,26.263863,73.008957
Year 1 Jan 20 14:00,4.8,299,302,23.3,30,9,50,0.5,28.81702478,26.263863,73.008957
Year 1 Jan 20 15:00,4.5,275,242,23,30,9,50,0.2,31.81805254,26.263863,73.008957
Year 1 Jan 20 16:00,4.5,217,177,22.9,30,9,50,0,38.0793977,26.263863,73.008957
Year 1 Jan 20 17:00,4.9,132,99,22.9,31,9,50,0,37.76746884,26.263863,73.008957
Year 1 Jan 20 18:00,4.5,38,32,22.4,31,9,50,0,29.91092983,26.263863,73.008957
Year 1 Jan 20 19:00,5.2,0,0,21.2,35,8,50,0.3,24.57879939,26.263863,73.008957
Year 1 Jan 20 20:00,5.6,0,0,20.8,37,8,50,1.1,22.4190634,26.263863,73.008957
Year 1 Jan 20 21:00,5.8,0,0,20.6,38,8,50,1.8,20.96459844,26.263863,73.008957
Year 1 Jan 20 22:00,4.9,0,0,20,37,8,50,2,19.95335942,26.263863,73.008957
Year 1 Jan 20 23:00,4.6,0,0,19.6,37,8,50,1.8,19.23911378,26.263863,73.008957
Year 1 Jan 21 00:00,4.2,0,0,19.2,37,8,50,1.6,18.56674817,26.263863,73.008957
Year 1 Jan 21 01:00,4.6,0,0,18.8,39,8,50,1.5,18.08942218,26.263863,73.008957
Year 1 Jan 21 02:00,5.1,0,0,18.6,41,8,50,1.3,17.43774989,26.263863,73.008957
Year 1 Jan 21 03:00,6.1,0,0,18.2,45,8,50,1.1,16.91295764,26.263863,73.008957
Year 1 Jan 21 04:00,6.9,0,0,17.7,49,9,50,0.9,16.22594512,26.263863,73.008957
Year 1 Jan 21 05:00,8.6,0,0,16.6,59,9,50,0.8,16.05913401,26.263863,73.008957
Year 1 Jan 21 06:00,9.7,0,0,15.8,67,9,50,0.6,15.83203528,26.263863,73.008957
Year 1 Jan 21 07:00,11,0,0,15.6,74,9,50,0.6,15.66166736,26.263863,73.008957
Year 1 Jan 21 08:00,11.2,10,23,15.4,76,9,50,0.8,15.86310796,26.263863,73.008957
Year 1 Jan 21 09:00,11.3,69,45,15.9,74,9,50,0.9,17.20387676,26.263863,73.008957
Year 1 Jan 21 10:00,11.2,167,133,16.5,71,8,50,1,19.17959726,26.263863,73.008957
Year 1 Jan 21 11:00,11.3,243,113,17.3,68,8,50,1,21.10414266,26.263863,73.008957
Year 1 Jan 21 12:00,11.2,301,149,19.2,60,8,50,1,22.99314346,26.263863,73.008957
Year 1 Jan 21 13:00,10.3,317,241,20.2,53,8,50,1,25.03559113,26.263863,73.008957
Year 1 Jan 21 14:00,9.8,287,358,20.9,49,8,50,1,30.29326234,26.263863,73.008957
Year 1 Jan 21 15:00,8.7,258,340,21.1,45,8,320,1,36.76179242,26.263863,73.008957
Year 1 Jan 21 16:00,8.2,193,385,21.3,43,7,320,0.9,40.05198325,26.263863,73.008957
Year 1 Jan 21 17:00,8.1,133,258,21.2,43,7,320,0.8,37.52856167,26.263863,73.008957
Year 1 Jan 21 18:00,8.6,50,165,21,45,6,320,0.6,34.88436087,26.263863,73.008957
Year 1 Jan 21 19:00,8.1,0,0,20.1,46,6,320,0.4,26.57644534,26.263863,73.008957
Year 1 Jan 21 20:00,8.4,0,0,18.4,52,5,320,0.3,24.12363074,26.263863,73.008957
Year 1 Jan 21 21:00,9.2,0,0,17.3,59,5,320,0.1,22.13667908,26.263863,73.008957
Year 1 Jan 21 22:00,9.1,0,0,16.7,61,5,320,0.2,20.70110735,26.263863,73.008957
Year 1 Jan 21 23:00,9.7,0,0,17.3,61,5,320,0.5,19.59919383,26.263863,73.008957
Year 1 Jan 22 00:00,9.8,0,0,17.1,62,5,360,0.8,18.88124177,26.263863,73.008957
Year 1 Jan 22 01:00,9.2,0,0,16.5,62,4,360,0.9,18.22214259,26.263863,73.008957
Year 1 Jan 22 02:00,9.6,0,0,16,66,2,360,0.8,17.63299965,26.263863,73.008957
Year 1 Jan 22 03:00,10,0,0,15.5,70,0,20,0.6,17.5444651,26.263863,73.008957
Year 1 Jan 22 04:00,9.7,0,0,14.9,71,0,20,0.6,17.37537833,26.263863,73.008957
Year 1 Jan 22 05:00,9.1,0,0,14.3,71,0,20,0.8,16.2098123,26.263863,73.008957
Year 1 Jan 22 06:00,8.8,0,0,13.8,72,0,360,0.9,15.12059703,26.263863,73.008957
Year 1 Jan 22 07:00,8.5,0,0,13.4,72,0,360,1,14.69056579,26.263863,73.008957
Year 1 Jan 22 08:00,8.4,10,224,13.3,72,0,360,1,14.9181334,26.263863,73.008957
Year 1 Jan 22 09:00,9,67,448,13.3,75,0,360,1,16.52033746,26.263863,73.008957
Year 1 Jan 22 10:00,10.3,115,602,14.7,75,0,360,0.9,18.84105711,26.263863,73.008957
Year 1 Jan 22 11:00,12,162,624,16.7,74,0,360,0.8,20.79904125,26.263863,73.008957
Year 1 Jan 22 12:00,12.9,161,747,19,68,0,10,0.6,22.72330796,26.263863,73.008957
Year 1 Jan 22 13:00,13.2,150,822,20.5,63,2,10,0.4,24.71920503,26.263863,73.008957
Year 1 Jan 22 14:00,9.5,148,819,21.3,47,4,10,0.3,29.25366932,26.263863,73.008957
Year 1 Jan 22 15:00,9.2,196,591,21.7,45,6,10,0.1,34.84473865,26.263863,73.008957
Year 1 Jan 22 16:00,8.8,213,271,21.6,44,8,10,0.2,36.82405571,26.263863,73.008957
Year 1 Jan 22 17:00,8.8,138,172,21.6,44,8,10,0.5,36.88026132,26.263863,73.008957
Year 1 Jan 22 18:00,8.6,46,61,21,45,8,360,0.8,28.91533254,26.263863,73.008957
Year 1 Jan 22 19:00,7.1,0,0,19,46,7,360,1,25.38333066,26.263863,73.008957
Year 1 Jan 22 20:00,10.1,0,0,18.5,58,6,360,1,23.47232029,26.263863,73.008957
Year 1 Jan 22 21:00,10,0,0,16.9,64,5,360,1,21.73747946,26.263863,73.008957
Year 1 Jan 22 22:00,9.3,0,0,16.1,64,4,360,1,20.17111468,26.263863,73.008957
Year 1 Jan 22 23:00,8.8,0,0,15.6,64,4,360,1,18.9864819,26.263863,73.008957
Year 1 Jan 23 00:00,9.3,0,0,14.9,69,3,360,1,18.09155221,26.263863,73.008957
Year 1 Jan 23 01:00,8.5,0,0,14.1,69,2,360,1,17.39163199,26.263863,73.008957
Year 1 Jan 23 02:00,8,0,0,13.6,69,1,360,1,17.08676984,26.263863,73.008957
Year 1 Jan 23 03:00,7.4,0,0,12.9,69,0,360,1,16.62429055,26.263863,73.008957
