Date/Time,[1] Surface Outside Face Temperature  (C),[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Surface Inside Face Conduction Heat Transfer Rate  (W),[1] Surface Inside Face Temperature  (C)
,BLOCK1:ZONE1_WALL_3_0_0,Environment,Environment,Environment,BLOCK1:ZONE1_WALL_3_0_0,BLOCK1:ZONE1_WALL_3_0_0
Year 1 May 01 11:00,35.10725679,101.75,941,34.65,-105.6224934,30.51526681
Year 1 May 01 12:00,37.21916804,132,899.75,36.775,-82.38512181,30.75228389
Year 1 May 01 13:00,38.49727992,101,981,37.75,-50.14566544,31.10977801
Year 1 May 01 14:00,42.10188508,340.25,525.25,37.675,-11.03431645,31.54424892
Year 1 May 01 15:00,42.54700575,448.75,202.25,36.175,32.7309507,32.0617506
Year 1 May 01 16:00,40.96144147,354,121.5,34.2,80.66915626,32.64916935
Year 1 May 01 17:00,38.51500642,254.5,101.5,31.975,126.5970205,33.17989093
Year 1 May 01 18:00,35.93705573,138.75,61.5,30.425,157.4127938,33.56979412
Year 1 May 01 19:00,36.19414714,69.75,81,29.2,167.8363631,33.77630636
Year 1 May 01 20:00,31.52513412,0,0,28.525,164.910645,33.84538445
Year 1 May 01 21:00,30.04638916,0,0,27.575,149.4375297,33.78157318
Year 1 May 01 22:00,29.04334536,0,0,26.7,121.7166599,33.56371246
Year 1 May 01 23:00,27.93917868,0,0,25.675,87.85463121,33.24720727
Year 1 May 02 00:00,27.24258603,0,0,25.175,52.8165281,32.88269693
Year 1 May 02 01:00,26.64459695,0,0,24.725,18.30102102,32.49934394
Year 1 May 02 02:00,26.25210712,0,0,24.6,-12.86474726,32.11386369
Year 1 May 02 03:00,25.94928827,0,0,24.225,-40.38281052,31.73909266
Year 1 May 02 04:00,25.66878992,0,0,24.1,-62.74289144,31.37868932
Year 1 May 02 05:00,25.23514816,0,0,23.575,-82.71817459,31.04390709
Year 1 May 02 06:00,25.03629071,0,0,23.775,-99.7069024,30.73012567
Year 1 May 02 07:00,25.56482443,12.75,70.5,24.875,-115.5985393,30.43901262
Year 1 May 02 08:00,27.25697669,45.75,457.75,26.85,-129.1099882,30.18566303
Year 1 May 02 09:00,29.55464354,25.25,1013.75,29.425,-137.0452217,30.01132958
Year 1 May 02 10:00,31.85837234,17,1100,32.125,-135.4253644,29.95874613
Year 1 May 02 11:00,34.36618986,38,1100,34.45,-122.4174814,30.04744525
Year 1 May 02 12:00,36.21502949,54.75,1092.25,36.05,-98.46178989,30.27651311
Year 1 May 02 13:00,37.69271228,90.75,1041.75,36.625,-64.85238529,30.62066602
Year 1 May 02 14:00,41.36146316,215.25,782.25,36.325,-25.45736291,31.04159639
Year 1 May 02 15:00,42.28642353,447.5,214,35.375,19.11587771,31.54825464
Year 1 May 02 16:00,41.09192571,350.75,119.5,34.2,66.5804239,32.14456567
Year 1 May 02 17:00,41.28449533,272.5,181.25,32.925,114.5700571,32.70546134
Year 1 May 02 18:00,41.32810968,169,245,31.775,152.7100856,33.18936676
Year 1 May 02 19:00,38.31028158,72.75,123,30.525,182.5684206,33.60259657
Year 1 May 02 20:00,32.16894174,0,0,29.3,199.8949649,33.89725295
Year 1 May 02 21:00,30.42523011,0,0,27.95,194.0991293,33.96446423
Year 1 May 02 22:00,29.32043487,0,0,26.775,166.5289582,33.78601672
Year 1 May 02 23:00,28.62328691,0,0,25.825,128.1275486,33.46492728
Year 1 May 03 00:00,27.98161573,0,0,25.3,88.36504754,33.08523526
Year 1 May 03 01:00,27.37202255,0,0,24.9,50.49245595,32.69715378
Year 1 May 03 02:00,27.00216726,0,0,24.65,16.78058841,32.31578366
Year 1 May 03 03:00,26.64510831,0,0,24.225,-12.6095149,31.94917057
Year 1 May 03 04:00,26.1022366,0,0,23.8,-37.17668248,31.60110995
Year 1 May 03 05:00,25.9409973,0,0,22.725,-57.73184072,31.26852597
Year 1 May 03 06:00,25.4890381,0,0,22.55,-74.53262102,30.94657034
Year 1 May 03 07:00,25.52934114,12.25,43.75,23.725,-90.95813614,30.64970596
Year 1 May 03 08:00,26.808551,48.75,345.75,25.525,-106.6297055,30.38101189
Year 1 May 03 09:00,29.42412845,72,799.75,28.475,-118.344945,30.17057927
Year 1 May 03 10:00,32.37823242,121.25,736,31.475,-122.0846933,30.07736035
Year 1 May 03 11:00,34.32053054,48,1076.75,34.3,-112.1097188,30.14391583
Year 1 May 03 12:00,35.91677493,80.75,1013.75,35.675,-90.07406106,30.36807602
Year 1 May 03 13:00,37.89544097,293.5,639,36.05,-57.86776605,30.69423913
Year 1 May 03 14:00,40.95453576,494.25,292.25,35.125,-20.07360774,31.09626822
Year 1 May 03 15:00,42.33982509,450.5,259.25,34.05,23.48726531,31.5878603
Year 1 May 03 16:00,40.86430779,367,150.75,32.525,70.90289067,32.16188525
Year 1 May 03 17:00,40.18980663,272.5,143.75,31.275,118.386543,32.70526164
Year 1 May 03 18:00,37.57823903,163.25,103.5,29.725,153.7216648,33.15277137
Year 1 May 03 19:00,36.10123565,69,69.75,28.475,174.9800331,33.45912089
Year 1 May 03 20:00,30.96809633,0,0,27.3,179.4744014,33.6086512
Year 1 May 03 21:00,29.66566996,0,0,26.85,165.9387204,33.56682907
Year 1 May 03 22:00,28.53844509,0,0,26.35,134.4475763,33.34296813
Year 1 May 03 23:00,28.17090463,0,0,26.05,97.13775651,33.01032636
Year 1 May 04 00:00,27.44171445,0,0,25.175,59.56115379,32.63836746
Year 1 May 04 01:00,26.82232192,0,0,24.375,26.30949084,32.26254516
Year 1 May 04 02:00,26.16145281,0,0,23.3,-3.531546715,31.89180646
Year 1 May 04 03:00,25.65619239,0,0,22.775,-29.58756484,31.52546984
Year 1 May 04 04:00,25.29560552,0,0,22.25,-53.16627404,31.16687586
Year 1 May 04 05:00,25.33700814,0,0,23.525,-73.35257047,30.81779738
Year 1 May 04 06:00,24.96371673,0,0,23.4,-93.11357158,30.50126754
Year 1 May 04 07:00,25.29575851,9.25,7.75,23.5,-107.5559053,30.2086165
Year 1 May 04 08:00,26.35986686,63,64.5,24.35,-120.1086169,29.94762311
Year 1 May 04 09:00,28.77907688,127.25,336.5,26.625,-128.2858118,29.74651036
Year 1 May 04 10:00,30.88781428,71.25,913.25,29.325,-129.394129,29.65483658
Year 1 May 04 11:00,32.79788519,34,1100,32.25,-119.6186348,29.70083446
Year 1 May 04 12:00,34.57981141,61.25,1091.25,34.05,-100.6646149,29.87688269
Year 1 May 04 13:00,36.26401751,105.5,1011.5,35.15,-72.70710846,30.15608554
Year 1 May 04 14:00,40.60296636,254.5,712,35.1,-39.12995606,30.51589815
Year 1 May 04 15:00,43.38457162,429,339.75,34.775,3.04352572,30.9808898
Year 1 May 04 16:00,45.46301514,298.25,439.25,33.875,52.99352274,31.59453998
Year 1 May 04 17:00,43.99717872,267,279.25,32.85,113.4386009,32.2999107
Year 1 May 04 18:00,38.47507514,157.25,88.5,31.175,171.4107529,32.98935504
Year 1 May 04 19:00,33.91695468,46.5,13.5,29.575,209.0731275,33.48502905
Year 1 May 04 20:00,30.77875989,0,0,27.85,214.2684041,33.67619658
Year 1 May 04 21:00,29.23823877,0,0,26.875,192.704299,33.58207754
Year 1 May 04 22:00,28.38790268,0,0,26.1,154.6726026,33.29928729
Year 1 May 04 23:00,28.00618244,0,0,25.975,111.6640548,32.92426274
Year 1 May 05 00:00,27.73554339,0,0,25.625,70.29066529,32.52802952
Year 1 May 05 01:00,27.29714558,0,0,25.5,34.61747785,32.14579505
Year 1 May 05 02:00,26.91291348,0,0,25.125,4.158015777,31.79197196
Year 1 May 05 03:00,26.67320712,0,0,25,-20.98594077,31.45967671
Year 1 May 05 04:00,26.26078581,0,0,24.475,-42.15563439,31.14927224
Year 1 May 05 05:00,25.48478156,0,0,22.725,-58.89798624,30.85332148
Year 1 May 05 06:00,25.01196375,0,0,22.8,-73.24478298,30.55919585
Year 1 May 05 07:00,25.69815065,11.75,20,24.2,-89.80261477,30.2728942
Year 1 May 05 08:00,27.30388673,69.75,124.25,26.55,-105.3937563,30.0152163
Year 1 May 05 09:00,30.10269898,115.75,445.25,29.075,-115.5940372,29.83766088
Year 1 May 05 10:00,32.24860844,55.5,1007,31.575,-114.8700866,29.78894159
Year 1 May 05 11:00,34.36080497,97.75,956,33.55,-101.5497501,29.89189502
Year 1 May 05 12:00,35.93043667,151.5,872.5,35.275,-77.79900408,30.12894965
Year 1 May 05 13:00,37.61702568,139,937.75,36.3,-46.87567067,30.47055319
Year 1 May 05 14:00,42.95634046,228.75,750,36.875,-10.7338762,30.88144811
Year 1 May 05 15:00,47.59206441,242.75,670.5,36.625,33.22248921,31.41393983
Year 1 May 05 16:00,47.5659564,312.25,377.5,35.675,91.13133445,32.14509204
Year 1 May 05 17:00,44.17125283,280.25,192.5,34.05,162.3679335,32.9679018
Year 1 May 05 18:00,41.04947405,160.25,158,32.175,222.4871696,33.69909058
Year 1 May 05 19:00,34.02926484,30.75,3.75,30.125,258.2001849,34.20956284
Year 1 May 05 20:00,31.33338671,0,0,28.4,260.340406,34.39939101
Year 1 May 05 21:00,29.86522362,0,0,27.025,231.3628619,34.27436455
Year 1 May 05 22:00,28.86485735,0,0,26.325,187.0299418,33.95055395
Year 1 May 05 23:00,28.34683904,0,0,26.05,137.7110201,33.54190538
Year 1 May 06 00:00,27.94313391,0,0,26.15,91.1201855,33.11162115
Year 1 May 06 01:00,27.5925377,0,0,25.975,50.02341797,32.69671478
Year 1 May 06 02:00,27.22337851,0,0,25.375,15.61282056,32.30873017
Year 1 May 06 03:00,26.55917364,0,0,24.15,-12.40622829,31.94674918
Year 1 May 06 04:00,25.64439923,0,0,23.05,-35.52849985,31.60124523
Year 1 May 06 05:00,24.51035108,0,0,21.45,-56.36486351,31.25705951
Year 1 May 06 06:00,24.66116862,0,0,22.2,-75.77771136,30.89454905
Year 1 May 06 07:00,25.39671678,13,79,24.25,-98.40542057,30.54257334
Year 1 May 06 08:00,27.45433795,48,474,26.9,-117.851873,30.24313007
Year 1 May 06 09:00,29.80194955,64.5,863.25,29.25,-129.3692383,30.04377968
Year 1 May 06 10:00,32.15960209,118.5,731.75,31.3,-128.1100077,29.9810924
Year 1 May 06 11:00,33.43310478,36.75,1087.75,32.85,-113.9592165,30.06773609
Year 1 May 06 12:00,34.96142034,68.5,1063.25,34.4,-90.3268967,30.27587562
Year 1 May 06 13:00,36.70292119,53.75,1100,35.7,-62.11982685,30.5702524
Year 1 May 06 14:00,41.95049725,85.5,1055.25,36.75,-29.96343553,30.9320814
Year 1 May 06 15:00,46.26111166,143.25,893.75,36.925,11.08519102,31.41444027
Year 1 May 06 16:00,48.54948545,176,729.5,36.225,65.46749252,32.09361885
Year 1 May 06 17:00,46.10718665,218.5,434,34.5,135.1326002,32.91073208
Year 1 May 06 18:00,41.67051449,156.25,219.25,32.425,203.6441693,33.70754707
Year 1 May 06 19:00,34.01079797,34.5,5.25,30.1,249.4499756,34.30240552
Year 1 May 06 20:00,31.42515382,0,0,28.375,257.3982662,34.54013674
Year 1 May 06 21:00,30.03377125,0,0,27.1,229.8462093,34.43136343
Year 1 May 06 22:00,29.2296182,0,0,26.65,185.6544119,34.11364297
Year 1 May 06 23:00,28.53986029,0,0,26.45,136.384899,33.71266878
Year 1 May 07 00:00,28.07921903,0,0,26.325,90.52873,33.29066307
Year 1 May 07 01:00,27.44506433,0,0,25.55,50.20163041,32.87672269
Year 1 May 07 02:00,27.09214225,0,0,24.325,16.22358594,32.47901547
Year 1 May 07 03:00,26.23802577,0,0,22.575,-12.37415728,32.09743715
Year 1 May 07 04:00,25.2544113,0,0,21.35,-36.51947729,31.72724013
Year 1 May 07 05:00,25.19388959,0,0,22.675,-59.74942389,31.35711526
Year 1 May 07 06:00,25.28965492,0,0,23.725,-82.48764966,30.99483775
Year 1 May 07 07:00,25.81976602,13,34.75,24.8,-102.695378,30.66822357
Year 1 May 07 08:00,27.48799507,60.75,258.75,26.525,-118.532077,30.3939189
Year 1 May 07 09:00,29.64955566,86.25,679.5,28.5,-127.5626032,30.20494842
Year 1 May 07 10:00,31.81320398,93.75,862.5,30.65,-126.2421663,30.1368864
Year 1 May 07 11:00,33.54062838,133.5,851.75,32.55,-113.9481898,30.20477456
Year 1 May 07 12:00,35.15180305,137.75,899.75,34.125,-92.10428403,30.39554414
Year 1 May 07 13:00,36.61914225,168.25,895,35.1,-63.96255942,30.6815161
Year 1 May 07 14:00,40.84578703,443.5,376.25,35.375,-31.26590777,31.03621076
Year 1 May 07 15:00,44.29617325,293,539,34.8,8.820741838,31.48962375
Year 1 May 07 16:00,42.44874458,372.75,165,33.625,58.47160867,32.09399447
Year 1 May 07 17:00,41.47202116,277.75,163,32.025,113.8668843,32.73020039
Year 1 May 07 18:00,38.52731489,167.75,110.5,30.4,159.1974795,33.27292532
Year 1 May 07 19:00,35.48179421,69,59.25,28.8,186.8701932,33.65411552
Year 1 May 07 20:00,30.64487956,0,0,27.65,192.8598318,33.82606714
Year 1 May 07 21:00,29.28193588,0,0,26.8,175.6071836,33.7623957
Year 1 May 07 22:00,28.5389961,0,0,26.375,140.3758755,33.49818099
Year 1 May 07 23:00,28.03533893,0,0,26.075,99.01767147,33.13408077
Year 1 May 08 00:00,27.67598115,0,0,25.85,59.38802885,32.74211555
Year 1 May 08 01:00,27.21024857,0,0,25.35,24.19071291,32.35999302
Year 1 May 08 02:00,26.54636607,0,0,24.75,-5.325616339,31.99658622
Year 1 May 08 03:00,25.89931118,0,0,24,-30.6102196,31.64805461
Year 1 May 08 04:00,25.337712,0,0,23.425,-52.69893079,31.30409732
Year 1 May 08 05:00,25.06343719,0,0,23.075,-72.33824232,30.96118411
Year 1 May 08 06:00,24.89699246,0,0,23.225,-91.3179828,30.63131194
Year 1 May 08 07:00,25.23910492,13,55.75,24.425,-108.5915621,30.32508544
Year 1 May 08 08:00,27.12811009,59.5,330,26.45,-123.7627764,30.05876828
Year 1 May 08 09:00,30.01357262,98.75,642.5,29.325,-133.1419184,29.87230745
Year 1 May 08 10:00,32.82457954,113.75,737.75,32.275,-131.8899602,29.82527297
Year 1 May 08 11:00,34.53741051,13.25,1100,34.95,-116.7059675,29.94718073
Year 1 May 08 12:00,36.34752129,39.25,1097.5,36.575,-90.46397651,30.21620097
Year 1 May 08 13:00,38.16974634,112,1002.25,37.35,-55.85790386,30.58294081
Year 1 May 08 14:00,42.1013842,239.25,728.5,37.125,-16.19617185,31.02104791
Year 1 May 08 15:00,45.40615622,284.25,585.25,36.475,29.52626387,31.55607133
Year 1 May 08 16:00,45.08051785,381.75,262.5,35.4,82.53607472,32.22872389
Year 1 May 08 17:00,44.72742985,275.25,254.25,34.125,143.4543592,32.93997321
Year 1 May 08 18:00,40.58369898,168.75,118.75,32.45,197.1589434,33.60258329
Year 1 May 08 19:00,38.43574029,74.25,93,30.875,233.0073839,34.10020311
Year 1 May 08 20:00,32.40183982,0,0,29.225,244.7861802,34.37629408
Year 1 May 08 21:00,30.70022259,0,0,28.05,231.2383359,34.39511825
Year 1 May 08 22:00,29.59711152,0,0,27.125,195.4725975,34.17467833
Year 1 May 08 23:00,28.97800172,0,0,26.525,150.9071909,33.81991256
Year 1 May 09 00:00,28.42136042,0,0,25.8,105.9350542,33.41795612
Year 1 May 09 01:00,27.83671782,0,0,25.225,66.02705099,33.01030949
Year 1 May 09 02:00,27.3363535,0,0,24.425,30.4984457,32.61866805
Year 1 May 09 03:00,26.57110044,0,0,23.825,0.17208945,32.2424007
Year 1 May 09 04:00,26.07513699,0,0,23.175,-26.54832858,31.8796116
Year 1 May 09 05:00,26.30941417,0,0,24.5,-50.35498902,31.5240184
Year 1 May 09 06:00,26.57193448,0,0,25.225,-71.6595234,31.19466371
Year 1 May 09 07:00,27.03085967,13.25,39,26.275,-88.71244643,30.91384481
Year 1 May 09 08:00,28.35740925,56.5,303.25,27.65,-101.399117,30.69084763
Year 1 May 09 09:00,30.68566273,96.5,680.5,29.875,-107.89602,30.54270698
Year 1 May 09 10:00,33.17485862,143.75,640.25,32.15,-106.3864258,30.50743067
Year 1 May 09 11:00,34.68607442,19.5,1100,34.575,-93.34732435,30.61106206
Year 1 May 09 12:00,36.2293839,21.5,1100,36.175,-71.65131768,30.84401376
Year 1 May 09 13:00,38.12034786,149.75,900,37.325,-42.54565533,31.16259168
Year 1 May 09 14:00,42.49719623,427.5,421.5,37.6,-8.962280057,31.55025996
Year 1 May 09 15:00,47.03060601,205.5,757,37.6,32.42437018,32.04827081
Year 1 May 09 16:00,49.31024936,217,636,36.85,84.76704943,32.72568512
Year 1 May 09 17:00,48.34162339,207,472.5,35.7,153.9213741,33.52701976
Year 1 May 09 18:00,44.24014004,171.25,248.75,33.675,222.2243908,34.34338897
Year 1 May 09 19:00,39.63494599,75,98.25,31.675,273.1279201,34.99911573
Year 1 May 09 20:00,33.19259172,0,0,29.55,292.5170378,35.3746958
Year 1 May 09 21:00,31.60055864,0,0,28.175,277.2893303,35.41049013
Year 1 May 09 22:00,30.32548543,0,0,27.15,234.8665223,35.16535052
Year 1 May 09 23:00,29.65705643,0,0,26.675,183.5001343,34.77338996
Year 1 May 10 00:00,29.0146008,0,0,26,131.521377,34.33293573
Year 1 May 10 01:00,28.56133445,0,0,25.5,85.88637359,33.88704299
Year 1 May 10 02:00,27.93032233,0,0,24.8,45.59797587,33.46150373
Year 1 May 10 03:00,27.09192585,0,0,24.6,11.3437529,33.05886872
Year 1 May 10 04:00,26.43022979,0,0,24.45,-19.25242684,32.67300271
Year 1 May 10 05:00,26.54996203,0,0,24.55,-46.30206834,32.2924351
Year 1 May 10 06:00,26.48890224,0,0,24.9,-69.26491849,31.92698237
Year 1 May 10 07:00,26.90611373,11.25,86.75,25.975,-89.27283058,31.60397736
Year 1 May 10 08:00,28.38038377,46.5,472.75,27.575,-105.7040006,31.33379394
Year 1 May 10 09:00,30.51525349,71.25,808.25,29.725,-115.7164782,31.14222469
Year 1 May 10 10:00,32.74021479,115.25,770.75,31.725,-116.4877454,31.06541409
Year 1 May 10 11:00,34.46109419,83,1000.25,33.55,-105.5698451,31.1218738
Year 1 May 10 12:00,35.96884424,154,873.5,34.75,-85.00390652,31.30308785
Year 1 May 10 13:00,37.37716292,201.75,805.75,35.6,-57.33709277,31.57783753
Year 1 May 10 14:00,41.97184884,199.25,810.25,35.95,-25.77067969,31.92155666
Year 1 May 10 15:00,46.39474188,221.25,724.25,36.075,13.25133159,32.36883714
Year 1 May 10 16:00,48.58183182,209.75,658.75,35.575,63.8579658,32.99706395
Year 1 May 10 17:00,48.33596208,179,555,34.65,129.8045889,33.75964577
Year 1 May 10 18:00,43.38606016,173.25,248.5,33.05,197.1352807,34.54865582
Year 1 May 10 19:00,39.67418418,76.5,131.25,31.25,247.3345248,35.18410036
Year 1 May 10 20:00,33.25447076,0,0,29.45,267.0597527,35.54362759
Year 1 May 10 21:00,31.56232777,0,0,28.325,253.4387282,35.5801865
Year 1 May 10 22:00,30.5371431,0,0,27.65,213.5904843,35.34317255
Year 1 May 10 23:00,29.89932345,0,0,27.425,164.0805495,34.96378762
Year 1 May 11 00:00,29.31969727,0,0,27.1,114.6511162,34.54070208
Year 1 May 11 01:00,28.75686311,0,0,26.775,71.25734799,34.11477876
Year 1 May 11 02:00,28.36492516,0,0,26.025,33.10333361,33.70753145
Year 1 May 11 03:00,27.86959254,0,0,25.35,1.148683268,33.31993075
Year 1 May 11 04:00,27.44751607,0,0,24.675,-26.04646245,32.95519554
Year 1 May 11 05:00,27.01106798,0,0,25.175,-49.18775742,32.60838611
Year 1 May 11 06:00,27.1479748,0,0,25.55,-69.47573806,32.27945403
Year 1 May 11 07:00,27.35213953,9,5.25,26.425,-87.73593928,31.97882156
Year 1 May 11 08:00,28.87941997,48.75,171.75,27.975,-102.8774049,31.72303623
Year 1 May 11 09:00,31.10740717,76.5,725.5,30.125,-112.6287362,31.53743808
Year 1 May 11 10:00,33.07440651,55.75,1012.75,32.35,-113.0504279,31.46824376
Year 1 May 11 11:00,35.08376469,92.75,963.5,34.175,-102.4345462,31.5299407
Year 1 May 11 12:00,36.13172545,116.75,957.75,35.125,-81.820802,31.71324943
Year 1 May 11 13:00,37.04680041,195.75,822,35.3,-53.865225,31.9845136
Year 1 May 11 14:00,40.07074619,376.25,448,34.775,-23.19147337,32.30191784
Year 1 May 11 15:00,40.59426494,433.75,158.25,34.075,10.76451169,32.67931317
Year 1 May 11 16:00,39.89334396,321.5,100,33.3,47.34257548,33.12220216
Year 1 May 11 17:00,42.45573654,283.5,220,32.725,83.11881642,33.54073324
Year 1 May 11 18:00,42.26960137,176,219.5,32.075,115.9493676,33.95159953
Year 1 May 11 19:00,39.51310159,75.75,102.75,31.375,148.1007982,34.3645893
Year 1 May 11 20:00,33.51243845,0,0,30.45,170.5928487,34.69544128
Year 1 May 11 21:00,31.97496298,0,0,29.45,171.2285755,34.81180964
Year 1 May 11 22:00,30.85308182,0,0,28.525,149.6992706,34.68937074
Year 1 May 11 23:00,29.93319802,0,0,27.775,116.9572171,34.42559164
Year 1 May 12 00:00,29.30990567,0,0,27.225,81.5420861,34.09499803
Year 1 May 12 01:00,28.84206879,0,0,26.875,46.83320354,33.7422409
Year 1 May 12 02:00,28.35457732,0,0,26.5,15.36999143,33.39107438
Year 1 May 12 03:00,27.87243238,0,0,26.175,-11.98243392,33.05083904
Year 1 May 12 04:00,27.43639368,0,0,25.725,-35.64586815,32.72275083
Year 1 May 12 05:00,27.66467002,0,0,26.5,-55.74464123,32.4045353
Year 1 May 12 06:00,27.70418024,0,0,26.65,-74.34931966,32.11443362
Year 1 May 12 07:00,27.64283787,10,6.75,26.975,-88.27278058,31.8610668
Year 1 May 12 08:00,28.7855134,60,129,27.775,-99.35186993,31.64405624
Year 1 May 12 09:00,30.78329011,122.25,499.75,29.35,-106.5391869,31.47642426
Year 1 May 12 10:00,32.8233219,184.5,598,31,-106.6551067,31.40254573
Year 1 May 12 11:00,35.18667828,341.5,359.75,32.6,-96.70736835,31.44577682
Year 1 May 12 12:00,36.15218057,357.75,434.25,33.375,-76.4808257,31.61600928
Year 1 May 12 13:00,37.19004476,444,312.75,33.65,-48.40937295,31.88274677
Year 1 May 12 14:00,39.0796954,341.25,509.25,33.175,-17.57101472,32.20520486
Year 1 May 12 15:00,40.16343022,449.25,208.5,32.7,14.27864694,32.57214077
Year 1 May 12 16:00,41.83818149,379.5,291,31.925,49.27787667,32.97785193
Year 1 May 12 17:00,40.57405655,284.75,217.75,31.175,87.29076087,33.41381406
Year 1 May 12 18:00,38.52440001,174.5,155.25,30.1,121.8563446,33.83225213
Year 1 May 12 19:00,34.65739932,66.75,45,29.05,145.8691944,34.14734527
Year 1 May 12 20:00,30.60831201,0,0,27.9,151.157504,34.28350614
Year 1 May 12 21:00,29.47569438,0,0,27.225,134.9731924,34.19403174
Year 1 May 12 22:00,28.87143081,0,0,26.8,102.5125675,33.92508906
Year 1 May 12 23:00,28.44132998,0,0,26.775,65.14811302,33.57220263
Year 1 May 13 00:00,28.23053321,0,0,26.725,29.30083832,33.20261066
Year 1 May 13 01:00,28.01281915,0,0,26.85,-1.64255666,32.84568531
Year 1 May 13 02:00,28.01719792,0,0,26.825,-27.34686709,32.51618517
Year 1 May 13 03:00,27.73160467,0,0,26.95,-47.37425708,32.21557781
Year 1 May 13 04:00,27.5693133,0,0,26.85,-63.72427573,31.94683371
Year 1 May 13 05:00,26.95093069,0,0,25.45,-77.13721023,31.7009623
Year 1 May 13 06:00,26.85107205,0,0,25.6,-87.51792336,31.46191397
Year 1 May 13 07:00,27.47591752,13.75,48.25,26.7,-99.35687391,31.23613562
Year 1 May 13 08:00,28.97655185,62.25,306.25,28.05,-109.0106612,31.03981598
Year 1 May 13 09:00,30.73394065,92,670.25,29.375,-113.0239298,30.91015371
Year 1 May 13 10:00,32.25876429,134,727.25,30.525,-108.5453406,30.87732531
Year 1 May 13 11:00,33.49386824,208,661.25,31.4,-95.35573828,30.94564861
Year 1 May 13 12:00,34.54653072,323.75,530.75,31.975,-75.57244888,31.09946464
Year 1 May 13 13:00,35.84687018,457.75,358.5,32.25,-51.86007528,31.31519772
Year 1 May 13 14:00,38.23236187,375.25,409.25,32.225,-25.62395401,31.58142436
Year 1 May 13 15:00,38.24288363,411.75,105.75,31.9,3.480743532,31.91109408
Year 1 May 13 16:00,39.26218551,334.5,189.25,31.425,35.37259611,32.28572131
Year 1 May 13 17:00,41.35496474,229.5,370.5,30.625,67.49657664,32.65757662
Year 1 May 13 18:00,36.65886957,170.5,111,29.65,101.6045151,33.05635865
Year 1 May 13 19:00,33.74308637,66.25,42.75,28.65,127.5369389,33.38316989
Year 1 May 13 20:00,30.17814819,0,0,27.8,133.26868,33.51537921
Year 1 May 13 21:00,29.41038861,0,0,27.15,118.5668974,33.43541764
Year 1 May 13 22:00,28.91072369,0,0,26.7,90.26262673,33.19561676
Year 1 May 13 23:00,28.55738808,0,0,26.45,58.1720466,32.88822661
Year 1 May 14 00:00,28.2746421,0,0,26.25,27.9390886,32.56795801
Year 1 May 14 01:00,27.65657169,0,0,25.9,1.683225042,32.25841176
Year 1 May 14 02:00,26.92451106,0,0,25.5,-20.6854237,31.96130413
Year 1 May 14 03:00,26.59875091,0,0,25.025,-40.67171568,31.66570565
Year 1 May 14 04:00,26.2624221,0,0,24.825,-58.29664134,31.36706366
Year 1 May 14 05:00,26.6299929,0,0,26,-75.46880538,31.0822555
Year 1 May 14 06:00,26.76898911,0,0,26.7,-91.44551527,30.82950808
Year 1 May 14 07:00,27.38524098,13.25,20.5,27.25,-102.269353,30.61445375
Year 1 May 14 08:00,28.6318534,73.5,148.75,28.3,-109.1942034,30.44475291
Year 1 May 14 09:00,30.78860435,138,419.5,29.65,-110.930756,30.34253818
Year 1 May 14 10:00,32.53379017,147,671.75,31.2,-104.8791179,30.33712799
Year 1 May 14 11:00,34.05461298,149.5,809,32.65,-89.95375676,30.44526958
Year 1 May 14 12:00,35.37649688,239.5,723.5,33.825,-68.01605065,30.65278302
Year 1 May 14 13:00,37.29882919,489,293.5,34.325,-41.2541551,30.93569433
Year 1 May 14 14:00,39.2930586,488.5,179.25,34.25,-10.03491153,31.28217531
Year 1 May 14 15:00,40.08012468,439.5,158.5,33.45,24.76041107,31.69845288
Year 1 May 14 16:00,38.4212432,326.75,79.25,32.525,62.84187805,32.16018094
Year 1 May 14 17:00,37.23767537,239.75,77.5,31.475,97.63491842,32.57931049
