1,"Building 1.eso"

"Date/Time","[1] Surface Outside Face Temperature  (C)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
,"BLOCK1:ZONE1_WALL_3_0_0","Environment","BLOCK1:ZONE1_WALL_3_0_0","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Dec 10 05:00","14.0525021368045","10.425","21.5135216928699","0","0","-54.0590391083817"
"Year 1 Dec 10 06:00","13.6264314907713","10.3","21.0686760384742","0","0","-77.6199576399732"
"Year 1 Dec 10 07:00","13.9354571789743","11.825","20.6375107857189","0","0","-101.568604640503"
"Year 1 Dec 10 08:00","14.9567008334435","14.325","20.2520222434183","194.5","7.75","-125.159114730668"
"Year 1 Dec 10 09:00","17.6623505300857","17.775","19.9442580789025","832.75","30.75","-143.979260394938"
"Year 1 Dec 10 10:00","20.0746751046866","21.175","19.7681914540356","1008.5","31.75","-153.706916604751"
"Year 1 Dec 10 11:00","22.7344491984857","24.25","19.7582727610741","1057.25","33.5","-149.763010975476"
"Year 1 Dec 10 12:00","24.5797857792232","26.275","19.9151053209773","1081.75","31.5","-132.974563612429"
"Year 1 Dec 10 13:00","28.2341454176042","27.45","20.2094573818556","912.25","91.5","-104.413409887892"
"Year 1 Dec 10 14:00","33.3317137205173","27.775","20.6301439113917","525.25","201.25","-66.393046370501"
"Year 1 Dec 10 15:00","35.4221246795318","27.725","21.2303630286435","327.75","212.75","-14.3944890079551"
"Year 1 Dec 10 16:00","34.277704571981","26.875","22.0056585355538","161.5","171.75","46.1960133376471"
"Year 1 Dec 10 17:00","35.5233479977126","25.55","22.8051345678137","216.25","91","107.187782764028"
"Year 1 Dec 10 18:00","27.3791548908184","23.325","23.5278640470753","3.5","11","164.553446231901"
"Year 1 Dec 10 19:00","24.1890713673273","20.75","24.0275485951118","0","0","201.198439928814"
"Year 1 Dec 10 20:00","22.179491788449","18.075","24.1847682644868","0","0","205.441070795567"
"Year 1 Dec 10 21:00","20.8228848665082","16.125","24.0756591155604","0","0","187.47686897861"
"Year 1 Dec 10 22:00","19.4393900060215","14.725","23.8117070726608","0","0","157.047742486904"
"Year 1 Dec 10 23:00","18.1801479303882","14.1","23.4656892001264","0","0","121.569101867399"
"Year 1 Dec 11 00:00","17.4726249783966","13.55","23.0727056041228","0","0","83.8137779685639"
"Year 1 Dec 11 01:00","16.8317820149583","13.1","22.6550200708386","0","0","47.4716703093702"
"Year 1 Dec 11 02:00","16.0955312828803","12.25","22.2362754264002","0","0","14.1398094834296"
"Year 1 Dec 11 03:00","15.2985550999165","11.4","21.8207395862897","0","0","-14.9406338656464"
"Year 1 Dec 11 04:00","14.4558560593165","10.45","21.4081222713145","0","0","-41.1360088487522"
"Year 1 Dec 11 05:00","14.2709765160199","11.4","20.9933958901991","0","0","-64.9686847168896"
"Year 1 Dec 11 06:00","14.2445021903277","11.575","20.5894280355986","0","0","-87.7288855432337"
"Year 1 Dec 11 07:00","14.2919891000799","12.325","20.2173738017469","0","0","-107.738092608485"
"Year 1 Dec 11 08:00","14.9485448125763","13.95","19.8919014421219","184","8.5","-125.235687547094"
"Year 1 Dec 11 09:00","17.2897666316468","17.025","19.6265937813358","822.5","30.25","-139.223270891587"
"Year 1 Dec 11 10:00","19.5602725119433","20.45","19.4699471400414","1086.5","14.5","-147.169897295124"
"Year 1 Dec 11 11:00","22.2059990514391","23.925","19.4590660375621","1084.5","13","-144.020995260661"
"Year 1 Dec 11 12:00","24.8175568824337","26.075","19.6056155831036","1049","47.5","-129.550969268158"
"Year 1 Dec 11 13:00","28.2558941976321","27.325","19.8990748820589","870.75","108","-101.525862766716"
"Year 1 Dec 11 14:00","31.3806036514669","27.3","20.3331632938377","213","291.25","-62.6224003589892"
"Year 1 Dec 11 15:00","33.075715567289","26.9","20.9150541908889","166","241.25","-11.9542482542973"
"Year 1 Dec 11 16:00","35.474407428532","25.75","21.6106360819757","249.25","176.75","42.0913115889145"
"Year 1 Dec 11 17:00","34.7330187614255","24.35","22.3649248668023","214","95.75","100.224996689836"
"Year 1 Dec 11 18:00","27.3222725180795","22.125","23.0961333069324","17","17.5","159.16356323483"
"Year 1 Dec 11 19:00","23.2201247664785","19.775","23.6115616173536","0","0","197.975254030845"
"Year 1 Dec 11 20:00","20.7331186304658","17.25","23.7695591746003","0","0","202.318380630762"
"Year 1 Dec 11 21:00","18.8838344606871","15.55","23.6334431877842","0","0","181.966838786379"
"Year 1 Dec 11 22:00","17.6731492614657","14.15","23.3160593836815","0","0","146.56221929875"
"Year 1 Dec 11 23:00","17.1698649937172","13.65","22.8980389143585","0","0","106.052466942988"
"Year 1 Dec 12 00:00","16.7107280593723","13.15","22.4510149754747","0","0","64.4828826237892"
"Year 1 Dec 12 01:00","16.4246091902513","13.075","22.0105105564095","0","0","27.8478779848941"
"Year 1 Dec 12 02:00","15.9084171576981","12.725","21.5969524801238","0","0","-3.97321089941277"
"Year 1 Dec 12 03:00","15.4123877874271","12.6","21.2090152564324","0","0","-30.0907755836442"
"Year 1 Dec 12 04:00","14.7831874623091","12.075","20.8404555269197","0","0","-52.4440661331366"
"Year 1 Dec 12 05:00","14.0764117915473","10.325","20.4775475309214","0","0","-70.5893044415088"
"Year 1 Dec 12 06:00","13.8862070857834","10.85","20.1164872767751","0","0","-87.6030778444162"
"Year 1 Dec 12 07:00","14.2722744961675","13","19.7773842745905","0","0","-106.860962864652"
"Year 1 Dec 12 08:00","15.4680551257876","15.85","19.4795286891109","243.75","4","-124.644284911604"
"Year 1 Dec 12 09:00","18.0642498572613","19.075","19.2561853019631","1006.25","12.75","-138.011424896782"
"Year 1 Dec 12 10:00","20.4881842675512","22.3","19.1560280177412","1100","2.25","-142.346272948405"
"Year 1 Dec 12 11:00","22.9515873155086","24.975","19.2121412934355","1100","5.25","-134.679188852276"
"Year 1 Dec 12 12:00","25.3700662836584","26.8","19.4215859721623","988","58.5","-114.860752095736"
"Year 1 Dec 12 13:00","28.9128470419985","27.725","19.764949185738","718.5","149.75","-83.8853295791234"
"Year 1 Dec 12 14:00","34.3174911832231","27.675","20.2405161792837","795.25","117.25","-42.2405104946822"
"Year 1 Dec 12 15:00","35.2277565904099","26.925","20.8971945607933","365","207.75","12.537196728261"
"Year 1 Dec 12 16:00","33.5604339199133","25.65","21.713449782103","179.5","179","73.9839324000042"
"Year 1 Dec 12 17:00","32.2867584563827","24.175","22.4950235364945","148","101","135.877920494788"
"Year 1 Dec 12 18:00","27.2710055140532","22.675","23.135335687634","24.5","19","184.039089010071"
"Year 1 Dec 12 19:00","23.6448316528717","21.4","23.5525662428017","0","0","209.819849698868"
"Year 1 Dec 12 20:00","22.4409704698272","20.275","23.6775335162864","0","0","207.075482511607"
"Year 1 Dec 12 21:00","21.2902628185525","19.25","23.5815291202654","0","0","185.319894274058"
"Year 1 Dec 12 22:00","20.2206097586804","18.175","23.3663068275586","0","0","155.817168734675"
"Year 1 Dec 12 23:00","19.0247850261655","16.925","23.083069490894","0","0","124.659608559243"
"Year 1 Dec 13 00:00","17.9403362945845","15.4","22.7569912136446","0","0","93.265543870414"
"Year 1 Dec 13 01:00","16.7063096134311","13.65","22.3937902058654","0","0","62.960499350651"
"Year 1 Dec 13 02:00","15.6348440803896","11.85","22.0017719415642","0","0","32.8696269045257"
"Year 1 Dec 13 03:00","15.0567788241271","10.425","21.5828380674328","0","0","3.28629099704717"
"Year 1 Dec 13 04:00","14.5991339908807","9.575","21.1519422063344","0","0","-25.1492636607151"
"Year 1 Dec 13 05:00","15.1328487155727","13.9","20.7328337582055","0","0","-51.9748151241232"
"Year 1 Dec 13 06:00","15.3502324237466","14.875","20.3645898167435","0","0","-78.2960837504742"
"Year 1 Dec 13 07:00","15.2811260858161","15.075","20.0501469565728","0","0","-95.3492441592288"
"Year 1 Dec 13 08:00","16.1340026422509","16.1","19.7906400778774","83","16.5","-108.691745245841"
"Year 1 Dec 13 09:00","18.4873682922887","18.5","19.5889157016644","512.75","55","-118.533085672226"
"Year 1 Dec 13 10:00","20.6708862401061","21.3","19.4924694114335","1065.25","23.25","-122.392423797006"
"Year 1 Dec 13 11:00","23.1178708496467","24.1","19.5351044419169","1097","28.25","-115.817644295877"
"Year 1 Dec 13 12:00","24.8453171982988","25.7","19.7234280542391","1035","51.75","-99.0537336346424"
"Year 1 Dec 13 13:00","27.7960891575256","26.45","20.0288474764674","691.5","158.75","-71.1955025569156"
"Year 1 Dec 13 14:00","30.3905287940428","26.15","20.4380027580458","219.25","290.25","-35.4963851624482"
"Year 1 Dec 13 15:00","31.6551325503755","25.7","20.9637034208859","152.5","241","8.33809555515812"
"Year 1 Dec 13 16:00","33.8495936503815","24.925","21.5784909718977","200.25","179.5","53.6151179419119"
"Year 1 Dec 13 17:00","34.065610446813","24.175","22.2305865006201","166.75","93.25","103.975153423341"
"Year 1 Dec 13 18:00","26.5426935969504","22.725","22.8848484557172","0.5","5","154.247559399284"
"Year 1 Dec 13 19:00","24.2579115568899","20.95","23.348864228035","0","0","186.917910204396"
"Year 1 Dec 13 20:00","22.3462132156124","18.625","23.5150097047793","0","0","191.423323815862"
"Year 1 Dec 13 21:00","20.7464042917692","16.575","23.4497530395424","0","0","177.471060834244"
"Year 1 Dec 13 22:00","19.670974980689","14.9","23.2350831511952","0","0","152.660614021807"
"Year 1 Dec 13 23:00","18.7094014611731","14.125","22.9340326175977","0","0","121.960977021844"
"Year 1 Dec 14 00:00","17.996298994341","13.925","22.5934049329193","0","0","88.7636079341307"
"Year 1 Dec 14 01:00","17.7139420735773","14.5","22.2382743892281","0","0","55.8730988754328"
"Year 1 Dec 14 02:00","17.3598378566365","15.075","21.8910380844431","0","0","25.1107055017712"
"Year 1 Dec 14 03:00","17.1505093281086","15.725","21.5623904186819","0","0","-1.10669246602841"
"Year 1 Dec 14 04:00","16.7887470408402","15.75","21.256702829285","0","0","-23.2671719464667"
"Year 1 Dec 14 05:00","15.1944960555657","11.275","20.9644448503111","0","0","-40.0332124228697"
"Year 1 Dec 14 06:00","14.5063295392563","10.85","20.6487219666996","0","0","-52.3997753827236"
"Year 1 Dec 14 07:00","14.8417138137733","13.3","20.3179538027906","0","0","-70.9655427814624"
"Year 1 Dec 14 08:00","16.0100332805597","16.25","20.0032798076321","162.75","9.75","-91.595593790099"
"Year 1 Dec 14 09:00","18.4813979287712","19.7","19.755207282235","753.5","34.75","-108.991095380657"
"Year 1 Dec 14 10:00","20.7513485848229","22.7","19.6310114087","1070.75","18.75","-117.764192354913"
"Year 1 Dec 14 11:00","23.0125036587776","25.2","19.6580950432534","1100","13.75","-113.883944389337"
"Year 1 Dec 14 12:00","24.9509378449917","26.7","19.8330095559583","1091.25","32.75","-98.1190970388604"
"Year 1 Dec 14 13:00","28.6330930316598","27.675","20.1301453602881","1015.75","60.25","-71.2744300654742"
"Year 1 Dec 14 14:00","35.4200485033164","27.975","20.5514671248784","829.25","107.25","-35.2564081599693"
"Year 1 Dec 14 15:00","40.0388954598636","28","21.1869857092216","581","146.5","16.7491784659176"
"Year 1 Dec 14 16:00","37.5717814529719","27.175","22.0923142555602","187","179.75","84.4402337424939"
"Year 1 Dec 14 17:00","36.2087321932568","25.775","23.0577217066638","147.5","97.75","161.920020844854"
"Year 1 Dec 14 18:00","28.6168620563333","23.45","23.8921695026078","5.5","12.5","226.855340702666"
"Year 1 Dec 14 19:00","25.0914920058108","20.925","24.4279514979005","0","0","263.054447439186"
"Year 1 Dec 14 20:00","22.7529390478086","18.425","24.5899090603115","0","0","262.694507590017"
"Year 1 Dec 14 21:00","21.0036378707971","16.825","24.4707143047303","0","0","237.760725183372"
"Year 1 Dec 14 22:00","19.5956925662799","15.675","24.1816535528162","0","0","199.522492063483"
"Year 1 Dec 14 23:00","18.8718710693449","15.1","23.7978836016396","0","0","156.299658431365"
"Year 1 Dec 15 00:00","18.1352877700975","14.175","23.3734943838237","0","0","113.003361503274"
"Year 1 Dec 15 01:00","17.3608777397821","13","22.9373845405864","0","0","74.4832976925715"
"Year 1 Dec 15 02:00","16.6083644220241","11.425","22.506841410653","0","0","39.7588099041611"
"Year 1 Dec 15 03:00","15.7909306029157","10.175","22.0796462655653","0","0","9.36976434693901"
"Year 1 Dec 15 04:00","14.6535209787273","9.3","21.6580530002061","0","0","-18.6690134010676"
"Year 1 Dec 15 05:00","14.7866791378606","12.325","21.2366145456856","0","0","-45.7877796826469"
"Year 1 Dec 15 06:00","15.12002956139","13.625","20.831291662559","0","0","-72.7917578397123"
"Year 1 Dec 15 07:00","15.5812263476962","15.2","20.4714195530591","0","0","-94.5716071431582"
"Year 1 Dec 15 08:00","16.776424584228","17.125","20.1824749781606","173.5","8.75","-112.476779609187"
"Year 1 Dec 15 09:00","19.2271731435359","20.375","19.9773414409726","795.5","28","-123.971061900361"
"Year 1 Dec 15 10:00","21.5209499840638","23.4","19.9009594239741","1100","5.75","-127.88397314028"
"Year 1 Dec 15 11:00","23.8451155711388","26.425","19.9724535529159","1100","4.5","-119.928101848282"
"Year 1 Dec 15 12:00","25.74053221486","27.875","20.1917327934652","1100","14","-101.419395234562"
"Year 1 Dec 15 13:00","29.2199593206199","29","20.5236022276759","1010.75","49.5","-71.1646527855827"
"Year 1 Dec 15 14:00","35.0718635878791","28.925","20.9714499065213","737.75","135.25","-33.3667081037256"
"Year 1 Dec 15 15:00","40.1582594309639","29.025","21.6050369201866","676","129.5","18.7989453990877"
"Year 1 Dec 15 16:00","41.8050726581874","28.125","22.4879489627191","475.5","131.5","84.1627322618175"
"Year 1 Dec 15 17:00","38.625005737798","26.75","23.5080313526497","217.5","91.5","166.58784203182"
"Year 1 Dec 15 18:00","29.3445804884132","23.775","24.4648015931075","3","10.5","243.152115153685"
"Year 1 Dec 15 19:00","25.8067704559597","20.8","25.0809486817236","0","0","287.674619477108"
"Year 1 Dec 15 20:00","23.2818559176675","17.775","25.2661805870176","0","0","288.531810113245"
"Year 1 Dec 15 21:00","21.3645153753391","16.475","25.1360636168238","0","0","261.663106937864"
"Year 1 Dec 15 22:00","20.0865134717347","15.7","24.8255309584587","0","0","218.548961379274"
"Year 1 Dec 15 23:00","19.2593504403019","15.875","24.4171174231995","0","0","170.373015643011"
"Year 1 Dec 16 00:00","18.5660623887618","15.25","23.9750966040768","0","0","122.151671755115"
"Year 1 Dec 16 01:00","18.0966046687659","14.7","23.5202993081196","0","0","80.7517711919618"
"Year 1 Dec 16 02:00","17.4307340125412","13.4","23.0832974249121","0","0","43.1924439088367"
"Year 1 Dec 16 03:00","16.9037122259483","13","22.6625930371271","0","0","11.8354525174501"
"Year 1 Dec 16 04:00","16.1319062439302","12.55","22.2638629597614","0","0","-16.8725139354048"
"Year 1 Dec 16 05:00","15.5632919742516","11.8","21.8749616088924","0","0","-41.3487602879515"
"Year 1 Dec 16 06:00","15.1906838053856","11.9","21.4895597675256","0","0","-63.0833601512125"
"Year 1 Dec 16 07:00","15.4012135982908","13.65","21.1166976986118","0","0","-83.2265414918779"
"Year 1 Dec 16 08:00","16.6205944424018","16.3","20.7886049877812","226.75","5","-104.252624942284"
"Year 1 Dec 16 09:00","19.1769433679593","20.075","20.5336750340869","909.25","25","-120.934277721671"
"Year 1 Dec 16 10:00","22.0569190881903","23.575","20.4099321190057","962","32","-129.36339354984"
"Year 1 Dec 16 11:00","24.5955600517258","26.65","20.4537680070603","1092","16.25","-124.170405942502"
"Year 1 Dec 16 12:00","26.8807667543277","28.15","20.6678844662397","974.5","69.75","-105.275027452524"
"Year 1 Dec 16 13:00","29.9380280175776","28.85","21.0170166369269","712.75","149.5","-72.8646009030676"
"Year 1 Dec 16 14:00","34.0668258916049","28.55","21.4896225334932","632","163.25","-31.6373463617207"
"Year 1 Dec 16 15:00","35.4032839694686","28.25","22.1084740279255","294.5","232.75","19.553946061232"
"Year 1 Dec 16 16:00","40.2108091578572","27.3","22.8540084339827","470.25","135.25","74.4211581880596"
"Year 1 Dec 16 17:00","38.1668191842519","26.1","23.6866381245074","257.25","94","140.942079620828"
"Year 1 Dec 16 18:00","29.8031769385752","23.85","24.5313573631035","10.5","15.5","208.311059665227"
"Year 1 Dec 16 19:00","26.2220135355981","21.325","25.1249599199651","0","0","251.794603183745"
"Year 1 Dec 16 20:00","24.0148761279561","18.525","25.334349369747","0","0","257.171749051288"
"Year 1 Dec 16 21:00","22.0280548040368","16.675","25.2497301407688","0","0","237.001359882964"
"Year 1 Dec 16 22:00","20.6176999661052","15.475","24.9869066973911","0","0","202.130788419086"
"Year 1 Dec 16 23:00","19.7097800074054","15.2","24.6217395831249","0","0","160.041796201408"
"Year 1 Dec 17 00:00","18.8025339120458","14.75","24.2092590084089","0","0","116.652377784354"
"Year 1 Dec 17 01:00","18.1425531334139","14.45","23.7783289452399","0","0","76.4948592948695"
"Year 1 Dec 17 02:00","17.4816739761926","13.5","23.3492177639603","0","0","39.4873840394677"
"Year 1 Dec 17 03:00","16.9251602438688","12.75","22.9257539055098","0","0","7.64527569489937"
"Year 1 Dec 17 04:00","16.2590992390103","11.775","22.5155645530311","0","0","-20.7849412490454"
"Year 1 Dec 17 05:00","15.9407965031705","12.625","22.1164392704434","0","0","-45.5946784007939"
"Year 1 Dec 17 06:00","15.9823451333289","13.375","21.7346721267828","0","0","-68.2972078916534"
"Year 1 Dec 17 07:00","16.2570538405414","15.075","21.3842450079503","0","0","-88.5200424152497"
"Year 1 Dec 17 08:00","17.2720651403527","17.4","21.0898505343939","180.25","8.25","-106.863828819435"
"Year 1 Dec 17 09:00","19.9663994555369","20.775","20.8682642352479","815.75","24.75","-120.447531387098"
"Year 1 Dec 17 10:00","22.3026485765762","23.95","20.7707236696406","1100","0.75","-126.214178072214"
"Year 1 Dec 17 11:00","24.5765917020027","26.725","20.8275361772737","1100","2.5","-119.4873310594"
"Year 1 Dec 17 12:00","26.3817825251091","28.075","21.0342310067882","1065.5","19.25","-100.947736018257"
"Year 1 Dec 17 13:00","29.7214150628397","28.675","21.3533905214619","911","89","-71.2010594862526"
"Year 1 Dec 17 14:00","34.7618067363165","28.35","21.7839077824222","744.75","133.25","-33.3309867882909"
"Year 1 Dec 17 15:00","39.0896161371886","28.05","22.3818683674833","630","140","16.6374226917239"
"Year 1 Dec 17 16:00","38.4108096276913","27.1","23.1919203084032","319.25","151.75","77.6104407123737"
"Year 1 Dec 17 17:00","32.2962128734839","25.9","24.0745464925528","48.25","85.25","149.347044255947"
"Year 1 Dec 17 18:00","27.3960625896349","23.65","24.7845752366935","3.5","11.5","203.735573056241"
"Year 1 Dec 17 19:00","24.7089648127214","21.275","25.1556258086507","0","0","226.321254961579"
"Year 1 Dec 17 20:00","23.2513421134932","18.675","25.2046213333985","0","0","218.438943786453"
"Year 1 Dec 17 21:00","21.9961808164305","17.1","25.0366331747446","0","0","194.056480842716"
"Year 1 Dec 17 22:00","20.8409926168298","15.975","24.7581149929574","0","0","160.6883513584"
"Year 1 Dec 17 23:00","20.0467704598338","15.625","24.4202977235121","0","0","124.9201999572"
"Year 1 Dec 18 00:00","19.0627959270589","15","24.0556104836259","0","0","88.8824103629622"
"Year 1 Dec 18 01:00","17.9776977319191","14.575","23.6766968116441","0","0","55.4287398833685"
"Year 1 Dec 18 02:00","17.0634442388073","13.675","23.2858986223534","0","0","23.44393694593"
"Year 1 Dec 18 03:00","16.3629488851355","13.175","22.8786475734902","0","0","-6.20664593931675"
"Year 1 Dec 18 04:00","15.9069940701324","12.65","22.4660459369945","0","0","-34.4050814434194"
"Year 1 Dec 18 05:00","15.4219884388546","12.725","22.0554240333965","0","0","-59.2990074840219"
"Year 1 Dec 18 06:00","15.3614572153371","13.25","21.6566595647728","0","0","-81.0724218740283"
"Year 1 Dec 18 07:00","15.6672032012858","14.75","21.2931878816677","0","0","-102.728492824209"
"Year 1 Dec 18 08:00","16.5787014362415","17","20.9788941668673","208","6","-121.499660457926"
"Year 1 Dec 18 09:00","19.0572358061185","19.85","20.7359978122729","892.25","23","-135.612107813609"
"Year 1 Dec 18 10:00","21.4621332628045","22.7","20.6074806436727","1065.25","24","-141.417570422576"
"Year 1 Dec 18 11:00","24.2052444412974","25.2","20.6295319260261","977.5","55.5","-135.103131320888"
"Year 1 Dec 18 12:00","26.459197573383","26.85","20.809831021628","749","128.5","-116.544556978891"
"Year 1 Dec 18 13:00","29.4643435394511","27.8","21.1317491305813","685.5","158.5","-85.8291537384326"
"Year 1 Dec 18 14:00","34.8586052981411","28","21.579734944084","776.5","123.5","-46.081006891992"
"Year 1 Dec 18 15:00","38.612185579949","27.7","22.1968493372627","613.75","145.5","6.02107354149162"
"Year 1 Dec 18 16:00","39.3431615588323","26.775","23.021169391271","390.75","150.75","69.0053640637825"
"Year 1 Dec 18 17:00","36.7311363011338","25.375","23.9294809884947","215.5","95.25","142.776897108025"
"Year 1 Dec 18 18:00","29.0743804497388","23.35","24.7545836427873","8","15","208.849369018473"
"Year 1 Dec 18 19:00","25.7008590258818","21.15","25.2870328145323","0","0","245.863335033195"
"Year 1 Dec 18 20:00","23.8319168136853","18.95","25.4445219834301","0","0","246.098698074188"
"Year 1 Dec 18 21:00","22.3510374392201","17.275","25.330401545657","0","0","222.742675355619"
"Year 1 Dec 18 22:00","21.277708504715","16.075","25.0616329133108","0","0","188.295226927718"
"Year 1 Dec 18 23:00","20.2400524081076","15.5","24.7163447870051","0","0","149.235590645067"
"Year 1 Dec 19 00:00","19.3393548740161","15.1","24.3356529163262","0","0","110.325325076135"
"Year 1 Dec 19 01:00","18.5611806187439","14.775","23.9394310842214","0","0","73.0898427363325"
"Year 1 Dec 19 02:00","17.9797569234804","14.175","23.5385914416229","0","0","38.6522352722407"
"Year 1 Dec 19 03:00","17.3319458765491","13.55","23.1397164545077","0","0","7.97376669668521"
"Year 1 Dec 19 04:00","16.394881638254","12.95","22.749182613855","0","0","-19.3361952893029"
"Year 1 Dec 19 05:00","16.3736008131302","13.25","22.3618365101909","0","0","-44.0805083548438"
"Year 1 Dec 19 06:00","16.4067372719464","13.85","21.9815862579043","0","0","-66.2201898371321"
"Year 1 Dec 19 07:00","16.6407619841714","15.275","21.6384755147961","0","0","-86.1451148616092"
"Year 1 Dec 19 08:00","17.2598157463324","17.275","21.3493724577703","117.75","12.75","-103.530056437354"
"Year 1 Dec 19 09:00","19.8430182705869","20.125","21.1242091903385","534","55.25","-116.798721073728"
"Year 1 Dec 19 10:00","22.4136856202523","22.775","21.0060733729753","817.25","54.5","-122.962037274877"
"Year 1 Dec 19 11:00","24.2614565321479","25.2","21.0382170766011","1100","13.5","-116.487643542911"
"Year 1 Dec 19 12:00","25.7754750229886","26.55","21.2188811438078","1079.75","23.5","-99.21632851962"
"Year 1 Dec 19 13:00","28.8165156721379","27.25","21.5023534441727","942","80.5","-72.1222328957392"
"Year 1 Dec 19 14:00","33.3539746100037","27.1","21.883723075911","713","143","-38.3476621851166"
"Year 1 Dec 19 15:00","37.7785980263517","26.775","22.4156542289465","668.5","131.5","6.754136194601"
"Year 1 Dec 19 16:00","38.3093173557121","25.875","23.1467029785484","422.5","137.25","62.5663051254809"
"Year 1 Dec 19 17:00","33.7571085515949","24.7","23.9805475821151","113.5","101.75","130.790286644622"
"Year 1 Dec 19 18:00","28.8408221702951","22.825","24.7076914671082","18.5","19","188.366208623336"
"Year 1 Dec 19 19:00","25.2331059233859","20.875","25.1568915164988","0","0","219.006511173449"
"Year 1 Dec 19 20:00","23.3426885375372","18.9","25.2799509122805","0","0","217.870639107624"
"Year 1 Dec 19 21:00","22.1588033099978","17.65","25.1574388726683","0","0","195.888824953209"
"Year 1 Dec 19 22:00","21.1590828693222","16.725","24.8956532351574","0","0","163.108782698001"
"Year 1 Dec 19 23:00","20.5759253788463","16.275","24.5675467773487","0","0","127.154087648442"
"Year 1 Dec 20 00:00","19.7167970882787","15.6","24.2145026482544","0","0","92.0773916721441"
"Year 1 Dec 20 01:00","18.864693969858","14.95","23.8558576458287","0","0","59.9458133198607"
"Year 1 Dec 20 02:00","17.8267042752802","14.05","23.4922308010047","0","0","30.2417916010605"
"Year 1 Dec 20 03:00","17.160888938254","13.5","23.1182238470393","0","0","2.64451685580717"
"Year 1 Dec 20 04:00","16.5532653785789","13.1","22.7357901601574","0","0","-23.9260290533152"
"Year 1 Dec 20 05:00","16.4307793986069","13.45","22.3530063094996","0","0","-48.1465351608878"
"Year 1 Dec 20 06:00","16.1422355423266","13.45","21.9806572621096","0","0","-69.2009915002667"
"Year 1 Dec 20 07:00","16.246244872271","14.525","21.6363226335941","0","0","-88.0045376120187"
"Year 1 Dec 20 08:00","16.9478868449874","16.025","21.3332914334245","89.75","14.75","-105.616899559373"
"Year 1 Dec 20 09:00","19.313534280141","19.025","21.0858624075579","528","50.25","-119.320203231942"
"Year 1 Dec 20 10:00","21.3460870082511","22","20.9467250685743","1051.25","18.5","-127.171808173875"
"Year 1 Dec 20 11:00","23.6201869716862","25.175","20.9470087625041","1094","11.25","-123.576674186938"
"Year 1 Dec 20 12:00","25.7103687802762","26.825","21.0910339081269","1034.25","51.5","-110.157300904093"
"Year 1 Dec 20 13:00","28.9097799738161","27.85","21.3569079098961","808.75","120","-84.4494508454871"
"Year 1 Dec 20 14:00","34.1296392654344","27.65","21.7451900175804","463","222.25","-49.7844170695467"
"Year 1 Dec 20 15:00","37.5782897819801","27.5","22.3044290635577","300.5","237.75","-1.17712410012043"
"Year 1 Dec 20 16:00","37.6843909811808","26.45","23.0705616421041","224.75","181.25","57.4659052077755"
"Year 1 Dec 20 17:00","37.0747490875314","25.275","23.9126776895298","185.25","97","125.990888195992"
"Year 1 Dec 20 18:00","28.6459200745116","22.9","24.6977724115405","3","11","188.962229090714"
"Year 1 Dec 20 19:00","25.5131862983508","20.775","25.2171876832341","0","0","227.305949702061"
"Year 1 Dec 20 20:00","23.5276279908222","18.575","25.3754622622458","0","0","228.861262511505"
"Year 1 Dec 20 21:00","22.1363561847959","17.7","25.2630688681019","0","0","207.324502250856"
"Year 1 Dec 20 22:00","21.0750602357178","17.075","25.0033437319863","0","0","172.316323132234"
"Year 1 Dec 20 23:00","20.4873908838507","17.125","24.6670397473971","0","0","133.852393928744"
"Year 1 Dec 21 00:00","19.8039093999533","16.375","24.3038891094407","0","0","95.8250982518691"
"Year 1 Dec 21 01:00","18.9995099633066","15.65","23.9319374704746","0","0","62.8313401770078"
"Year 1 Dec 21 02:00","17.8744391041982","14.375","23.5634721306368","0","0","32.4060391835686"
"Year 1 Dec 21 03:00","17.1239842988595","13.85","23.1858858161322","0","0","4.89711975011063"
"Year 1 Dec 21 04:00","16.7512456824658","13.275","22.8003278625137","0","0","-22.3226783670863"
"Year 1 Dec 21 05:00","16.0140877119683","11.525","22.4112419343751","0","0","-46.1592942362499"
"Year 1 Dec 21 06:00","15.5143991794899","11.3","22.0245710866117","0","0","-66.4563026753572"
"Year 1 Dec 21 07:00","15.8408377732543","12.9","21.6463026869162","0","0","-86.0607428045009"
"Year 1 Dec 21 08:00","16.8167580866782","16.1","21.3089706554281","200.25","6.5","-106.886534341839"
"Year 1 Dec 21 09:00","19.1750053370691","19.775","21.0469951658201","875.75","20.75","-124.503352684485"
"Year 1 Dec 21 10:00","21.3975962080196","23.175","20.9030780663726","1100","5.75","-133.405960220958"
"Year 1 Dec 21 11:00","23.6678711651819","25.65","20.9065797137805","1092.5","16","-130.22524492563"
"Year 1 Dec 21 12:00","25.884164260702","27.25","21.055304398255","960.25","73.75","-114.671791640607"
"Year 1 Dec 21 13:00","29.4215628427636","27.975","21.3320591547558","639.75","172","-87.9542575180595"
