1,"Building 1.eso"

"Date/Time","[1] Surface Outside Face Temperature  (C)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)","[1] Surface Inside Face Temperature  (C)","[1] Site Outdoor Air Drybulb Temperature  (C)"
,"BLOCK1:ZONE1_WALL_3_0_0","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","Environment"
"Year 1 Jan 11 09:00","16.7828239885927","290.75","110.25","-103.347211930874","21.3646792837352","12.775"
"Year 1 Jan 11 10:00","18.8571858079518","568.75","140.75","-117.747338313286","21.0671258145719","15.425"
"Year 1 Jan 11 11:00","21.0296294794093","769.75","120.75","-126.694388904826","20.8920406252584","19"
"Year 1 Jan 11 12:00","23.3153139575008","841.5","117.25","-124.72922079829","20.8635233567119","22.525"
"Year 1 Jan 11 13:00","25.5111036920262","859","117.75","-111.390867394719","20.9839563592076","24.225"
"Year 1 Jan 11 14:00","31.8101092224733","844","115","-85.9891128339024","21.2337744388597","25.25"
"Year 1 Jan 11 15:00","38.8396328878362","794.5","106.5","-46.6304823172218","21.6695238280252","26.325"
"Year 1 Jan 11 16:00","43.0803926214779","672.75","97.25","13.6341824952636","22.4020321038607","26.3"
"Year 1 Jan 11 17:00","41.4921979909071","408.5","81.5","92.6742648315927","23.4292143970356","25.9"
"Year 1 Jan 11 18:00","33.7376840391365","78","37.75","183.75612995355","24.513205103627","25.5"
"Year 1 Jan 11 19:00","27.99509618625","0","0","247.593565546986","25.3628910403297","24.35"
"Year 1 Jan 11 20:00","25.7250693075549","0","0","269.296398321076","25.7876538846389","22.95"
"Year 1 Jan 11 21:00","24.0088351767739","0","0","255.943197266581","25.8495022770355","21.55"
"Year 1 Jan 11 22:00","22.5869865015139","0","0","224.526740011864","25.687322376433","20.075"
"Year 1 Jan 11 23:00","21.2775073072303","0","0","186.205332995468","25.3984096238779","18.5"
"Year 1 Jan 12 00:00","20.0634904312205","0","0","146.674006664441","25.0354167504443","16.975"
"Year 1 Jan 12 01:00","19.2341322689466","0","0","106.961978029833","24.6314861259368","16.3"
"Year 1 Jan 12 02:00","18.610963927256","0","0","67.9864663064129","24.2108774991922","15.9"
"Year 1 Jan 12 03:00","18.0832559711571","0","0","32.1636942468824","23.7914111037351","15.5"
"Year 1 Jan 12 04:00","17.4892015645277","0","0","0.697981203628927","23.3831287417152","14.65"
"Year 1 Jan 12 05:00","16.8566486586192","0","0","-26.0895413453161","22.9867917291369","13.65"
"Year 1 Jan 12 06:00","16.2087195870391","0","0","-49.432457204467","22.5998881627319","12.65"
"Year 1 Jan 12 07:00","15.6600539563381","0","0","-69.8859257601226","22.2169788437008","12.325"
"Year 1 Jan 12 08:00","15.5850778225672","55.75","33.5","-89.1996886230533","21.8408081303377","12.15"
"Year 1 Jan 12 09:00","16.5092974122987","301.25","107.75","-107.295419283648","21.4840703751102","12.025"
"Year 1 Jan 12 10:00","18.3832960332126","590","133","-121.578816641064","21.1786540505329","14.925"
"Year 1 Jan 12 11:00","20.6014322161081","775.25","118.5","-132.149282952101","20.9848686939239","18.75"
"Year 1 Jan 12 12:00","23.1103316260654","849","113","-132.247837582226","20.9310600397061","22.625"
"Year 1 Jan 12 13:00","25.3402460142514","859","118.75","-120.66221798491","21.0306024927126","24.275"
"Year 1 Jan 12 14:00","31.1746928108348","844.25","115.75","-95.2616766716405","21.2656809751505","25.25"
"Year 1 Jan 12 15:00","37.6205143651533","796","106.5","-56.5121208554718","21.6845450144122","26.175"
"Year 1 Jan 12 16:00","41.8103181807138","676.5","97.25","1.8890308466658","22.3786996670876","26.175"
"Year 1 Jan 12 17:00","40.8790371724053","416.75","81.25","77.2297624590672","23.3467154361773","25.95"
"Year 1 Jan 12 18:00","33.596598927477","89.25","37","162.988710540089","24.3906837932227","25.675"
"Year 1 Jan 12 19:00","27.7685763380973","0","0","226.290754264274","25.2234187539455","24.4"
"Year 1 Jan 12 20:00","25.4003073686885","0","0","250.037149103018","25.6505436390713","22.8"
"Year 1 Jan 12 21:00","23.5479015257973","0","0","239.154980841853","25.7175902991119","21.2"
"Year 1 Jan 12 22:00","22.1270948697375","0","0","209.526953462591","25.5553966422504","19.825"
"Year 1 Jan 12 23:00","20.9745009596983","0","0","171.83559169329","25.2621691171765","18.6"
"Year 1 Jan 13 00:00","19.8885172609357","0","0","132.334702537894","24.8973121225938","17.325"
"Year 1 Jan 13 01:00","19.0425286167489","0","0","93.647381168427","24.4960461739996","16.55"
"Year 1 Jan 13 02:00","18.3347308209182","0","0","56.4481982573662","24.0802962241892","15.95"
"Year 1 Jan 13 03:00","17.6892868951808","0","0","22.1226405028132","23.6643313814278","15.35"
"Year 1 Jan 13 04:00","17.2130912950345","0","0","-8.58055515391773","23.2547660525897","15.05"
"Year 1 Jan 13 05:00","16.8204454787985","0","0","-35.8168028672889","22.85779022551","14.85"
"Year 1 Jan 13 06:00","16.4807802257157","0","0","-58.7400196404551","22.4753786150235","14.65"
"Year 1 Jan 13 07:00","16.338302194172","0","0","-78.7396288656855","22.1133850274996","14.75"
"Year 1 Jan 13 08:00","16.7841903289029","66.25","30.75","-97.1140306243203","21.7824957371058","14.95"
"Year 1 Jan 13 09:00","18.3620303768532","325.75","102.25","-111.389239266135","21.4905397549463","15.15"
"Year 1 Jan 13 10:00","20.3242495686094","567.5","141.75","-119.500831213104","21.27467130623","17.375"
"Year 1 Jan 13 11:00","21.9013308281922","767.5","122","-121.018830625473","21.1840427942754","20.2"
"Year 1 Jan 13 12:00","23.8813797377984","839.75","119","-113.272287204669","21.2196965682117","23.075"
"Year 1 Jan 13 13:00","25.8317952227572","862.5","118.25","-97.4085307283808","21.3726522667957","24.625"
"Year 1 Jan 13 14:00","31.4653486211856","853.5","113.25","-72.5338834963818","21.6304287038044","25.65"
"Year 1 Jan 13 15:00","38.0861632119794","810","102.5","-36.1135219313928","22.0476102431919","26.725"
"Year 1 Jan 13 16:00","42.3712474574914","686.75","96","19.2201586768987","22.7311440643575","26.775"
"Year 1 Jan 13 17:00","41.065497404376","403.75","88","92.9067335768456","23.6900681099635","26.4"
"Year 1 Jan 13 18:00","33.5104697687785","72.75","41.5","178.096340447199","24.715968382336","26.075"
"Year 1 Jan 13 19:00","28.057785699836","0","0","238.498662883508","25.5243049262835","24.575"
"Year 1 Jan 13 20:00","25.7663626156375","0","0","259.884545982071","25.9263692227166","22.6"
"Year 1 Jan 13 21:00","24.0026450809507","0","0","247.858495601048","25.9775567915947","20.675"
"Year 1 Jan 13 22:00","22.6575348173605","0","0","217.781411660734","25.8088751689337","19.525"
"Year 1 Jan 13 23:00","21.5187187943776","0","0","179.490183395716","25.520061179291","18.55"
"Year 1 Jan 14 00:00","20.4420369295745","0","0","139.802446163459","25.1654851933356","17.625"
"Year 1 Jan 14 01:00","19.5928323639905","0","0","100.864544324473","24.7778777434426","16.95"
"Year 1 Jan 14 02:00","18.834644143542","0","0","64.1026847517182","24.3740474024468","16.275"
"Year 1 Jan 14 03:00","18.1371750213343","0","0","30.0807694864359","23.9676383019349","15.65"
"Year 1 Jan 14 04:00","17.4843710968012","0","0","-0.725233399726193","23.5646896794656","15.05"
"Year 1 Jan 14 05:00","16.8341335900299","0","0","-28.1851721465026","23.1671006630191","14.375"
"Year 1 Jan 14 06:00","16.2300731518165","0","0","-52.397151261489","22.774006219548","13.75"
"Year 1 Jan 14 07:00","16.0473501149991","0","0","-73.7008788326049","22.3842463708257","13.975"
"Year 1 Jan 14 08:00","16.5497244098699","56.25","33.5","-94.7998019877614","22.0163376935584","14.4"
"Year 1 Jan 14 09:00","18.2530208791963","305","107.5","-112.133583676949","21.6890407979802","14.875"
"Year 1 Jan 14 10:00","20.1606790166931","592","136","-122.74142868414","21.4456396158224","17.325"
"Year 1 Jan 14 11:00","21.9954651081286","757.5","133.75","-126.063684821425","21.334505493376","20.5"
"Year 1 Jan 14 12:00","24.1690106210544","842","124.25","-119.498960879005","21.3598151485544","23.625"
"Year 1 Jan 14 13:00","26.1269588390734","873.5","115.75","-103.512874719075","21.5143583737683","25.225"
"Year 1 Jan 14 14:00","31.7161657106196","861","112.75","-77.4902509291832","21.7820256539935","26.4"
"Year 1 Jan 14 15:00","38.1495227269646","809.5","106.5","-39.9940724847833","22.2120833265639","27.525"
"Year 1 Jan 14 16:00","42.1313803631158","673.5","105.75","16.3987845982329","22.9019581252989","27.425"
"Year 1 Jan 14 17:00","40.7580701105701","410.25","88.25","89.4580055626319","23.8573129558352","27"
"Year 1 Jan 14 18:00","33.3213869840037","76.5","42.25","173.284766465039","24.8664114764993","26.525"
"Year 1 Jan 14 19:00","27.9343551467045","0","0","232.353182083835","25.6543401067529","24.75"
"Year 1 Jan 14 20:00","25.6861845069858","0","0","253.020076718415","26.0385677670935","22.55"
"Year 1 Jan 14 21:00","23.9556262282283","0","0","240.858944489549","26.0764939585799","20.35"
"Year 1 Jan 14 22:00","22.4979605421265","0","0","211.399116246758","25.8970936138758","18.75"
"Year 1 Jan 14 23:00","21.2018985692765","0","0","174.450953046711","25.5946238569234","17.35"
"Year 1 Jan 15 00:00","19.9651103502798","0","0","134.853845556055","25.2236521914811","15.95"
"Year 1 Jan 15 01:00","19.1804017210572","0","0","95.9278485332376","24.8095308161248","15.375"
"Year 1 Jan 15 02:00","18.6290856130118","0","0","56.9368627619551","24.3820479204195","15"
"Year 1 Jan 15 03:00","18.1311648874451","0","0","21.797201494228","23.9567446647833","14.675"
"Year 1 Jan 15 04:00","17.5822550386531","0","0","-9.04831304848886","23.5465945244657","14.375"
"Year 1 Jan 15 05:00","16.9189634240597","0","0","-35.5963207129932","23.1533450454579","14"
"Year 1 Jan 15 06:00","16.2489310132405","0","0","-58.4634426745575","22.7706425355724","13.675"
"Year 1 Jan 15 07:00","15.9496136466055","0","0","-78.6100883829369","22.3909824405727","13.75"
"Year 1 Jan 15 08:00","16.3537022662996","56","33.5","-99.0176754133596","22.0289034738434","13.95"
"Year 1 Jan 15 09:00","17.9342370053017","303","107.75","-115.878832958214","21.6982133494055","14.15"
"Year 1 Jan 15 10:00","19.9457196251133","586.5","137.25","-126.568645019089","21.4436331033583","16.675"
"Year 1 Jan 15 11:00","21.9134977500762","749.75","136.25","-130.726978602454","21.3197182258242","20.05"
"Year 1 Jan 15 12:00","24.0977927869766","823.75","132","-124.603612498067","21.3369122489001","23.375"
"Year 1 Jan 15 13:00","26.2410001737667","808.5","145.5","-108.498514167065","21.4889156091768","25.025"
"Year 1 Jan 15 14:00","32.2376731570721","702.25","184","-81.7235901678034","21.7597029443585","26.2"
"Year 1 Jan 15 15:00","38.3421775246929","584.5","193","-42.4627485653133","22.2050940089796","27.325"
"Year 1 Jan 15 16:00","42.1348198424557","514.75","146.75","15.8540994672889","22.9175764415455","27.525"
"Year 1 Jan 15 17:00","40.8237436323546","324","100.25","89.8268188972486","23.8882430480326","27.35"
"Year 1 Jan 15 18:00","34.2061019534355","72","40","173.558449197086","24.9075033423751","27.225"
"Year 1 Jan 15 19:00","28.8606890623125","0","0","233.483389639511","25.7150105626579","25.625"
"Year 1 Jan 15 20:00","26.5527623891316","0","0","257.133511719408","26.1383256857258","23.6"
"Year 1 Jan 15 21:00","24.684317546471","0","0","248.150029956072","26.2232715733869","21.525"
"Year 1 Jan 15 22:00","23.3018271597299","0","0","221.122893335624","26.0868342682334","20.025"
"Year 1 Jan 15 23:00","22.1771250674867","0","0","185.32558469727","25.8223171003289","18.65"
"Year 1 Jan 16 00:00","21.144725921823","0","0","147.683992023473","25.4850598608128","17.325"
"Year 1 Jan 16 01:00","20.321626800429","0","0","110.245687087641","25.1120223642672","16.7"
"Year 1 Jan 16 02:00","19.6518426977066","0","0","73.8351876615","24.7257346746465","16.3"
"Year 1 Jan 16 03:00","19.0420937392832","0","0","40.2224359391458","24.3389236313631","15.9"
"Year 1 Jan 16 04:00","18.4829370649979","0","0","10.0611004529345","23.9586465979653","15.575"
"Year 1 Jan 16 05:00","17.8948600256147","0","0","-16.7221672569259","23.5883299032443","15.2"
"Year 1 Jan 16 06:00","17.3113994762865","0","0","-40.2051723655191","23.2265570885588","14.875"
"Year 1 Jan 16 07:00","16.8934071347111","0","0","-60.7381281870509","22.86982606419","14.575"
"Year 1 Jan 16 08:00","17.049484587968","42.25","33.75","-79.2206233587543","22.5202471106328","14.2"
"Year 1 Jan 16 09:00","18.2742457454944","252.5","109.25","-95.8215018056838","22.1953247593373","13.875"
"Year 1 Jan 16 10:00","20.1280860764175","553","141.25","-107.614520594947","21.9311891533228","16.5"
"Year 1 Jan 16 11:00","22.0368617328418","733.75","141.25","-114.88641890237","21.78522406641","20.1"
"Year 1 Jan 16 12:00","24.3648597233127","824","132.75","-112.510793402589","21.7732488708463","23.7"
"Year 1 Jan 16 13:00","26.544977150987","768.25","164.75","-99.9941008641093","21.8983302475339","25.35"
"Year 1 Jan 16 14:00","31.571321994387","552.25","249.5","-75.4014560537064","22.147275361263","26.35"
"Year 1 Jan 16 15:00","35.322720429006","350.75","270.25","-38.9676683996339","22.5595123857538","27.35"
"Year 1 Jan 16 16:00","37.3979728683248","313","196.5","11.2877568084792","23.1750576982428","27.45"
"Year 1 Jan 16 17:00","35.3016016022527","167.25","128.5","69.7804358528157","23.9471407896021","27.25"
"Year 1 Jan 16 18:00","30.464614955932","27","41.5","129.296892502959","24.7046072704316","27.05"
"Year 1 Jan 16 19:00","26.7319622973257","0","0","168.648445457738","25.2595224478795","24.975"
"Year 1 Jan 16 20:00","24.7085064464406","0","0","182.634934250671","25.5140610326284","22.35"
"Year 1 Jan 16 21:00","23.0473470789774","0","0","173.799363802647","25.5121836447138","19.675"
"Year 1 Jan 16 22:00","21.8203059693054","0","0","151.968501648945","25.3345970222744","18.4"
"Year 1 Jan 16 23:00","20.7836107896883","0","0","121.058439759974","25.0605674794314","17.6"
"Year 1 Jan 17 00:00","19.8042018886051","0","0","88.4763087595966","24.7289132190364","16.8"
"Year 1 Jan 17 01:00","19.1000033471389","0","0","55.6873081588352","24.3675969570621","16.45"
"Year 1 Jan 17 02:00","18.5724929880583","0","0","24.0034839741476","23.9943959345761","16.25"
"Year 1 Jan 17 03:00","18.1157820694968","0","0","-4.78738362097538","23.6219049277551","16.05"
"Year 1 Jan 17 04:00","17.7069398072548","0","0","-30.0888709522326","23.2591214450211","15.85"
"Year 1 Jan 17 05:00","17.3332882993128","0","0","-51.6487985757499","22.9088632825824","15.65"
"Year 1 Jan 17 06:00","16.9464058447086","0","0","-70.0002201710967","22.5720667698288","15.45"
"Year 1 Jan 17 07:00","16.681175955151","0","0","-87.4149716355113","22.2563324175025","15.475"
"Year 1 Jan 17 08:00","16.9221856940987","44.25","29.25","-102.821211988858","21.9583497029742","15.65"
"Year 1 Jan 17 09:00","18.1300106727944","203.25","104.75","-115.494799488728","21.6863458396219","15.775"
"Year 1 Jan 17 10:00","20.4223621611015","302.5","191.25","-123.43451947292","21.4718972245737","17.9"
"Year 1 Jan 17 11:00","22.9400152541763","372.75","247.75","-125.592528739357","21.3727429926264","20.7"
"Year 1 Jan 17 12:00","25.310953958158","445.75","275.5","-116.591998608214","21.4200329556452","23.5"
"Year 1 Jan 17 13:00","27.5218047225768","622.25","244.75","-96.4648186163854","21.6183735959967","25.175"
"Year 1 Jan 17 14:00","33.45720419842","754.25","172.5","-65.988272482242","21.9471285191867","26.4"
"Year 1 Jan 17 15:00","40.7339821269712","803.75","108","-23.4171595178233","22.4504798588957","27.675"
"Year 1 Jan 17 16:00","45.7198777792577","688","98.75","38.6839909287134","23.2386876470034","28.075"
"Year 1 Jan 17 17:00","45.1997787742571","429.75","87","122.816386021226","24.3200879547448","28.1"
"Year 1 Jan 17 18:00","38.0126790896653","112.5","40.75","219.687594164427","25.4983585108401","28.175"
"Year 1 Jan 17 19:00","31.2158936378739","0","0","293.466101656826","26.4787178448837","26.55"
"Year 1 Jan 17 20:00","28.5442878546126","0","0","325.300686404466","27.0290287372397","24.35"
"Year 1 Jan 17 21:00","26.4284468352916","0","0","317.288878414381","27.180054331863","22.15"
"Year 1 Jan 17 22:00","25.0587587537463","0","0","286.455370962981","27.070618425493","21.15"
"Year 1 Jan 17 23:00","24.1049846269694","0","0","243.922407284129","26.8198115607076","20.55"
"Year 1 Jan 18 00:00","23.2747701489882","0","0","199.797664284902","26.4978556178501","19.95"
"Year 1 Jan 18 01:00","22.4747833165002","0","0","158.073013072319","26.1473118709698","19.2"
"Year 1 Jan 18 02:00","21.7029664700211","0","0","119.760621302744","25.7891334768705","18.4"
"Year 1 Jan 18 03:00","20.9108622304632","0","0","85.4045411426054","25.4286776684984","17.6"
"Year 1 Jan 18 04:00","20.1590765442331","0","0","54.0929980675341","25.0684872749273","16.8"
"Year 1 Jan 18 05:00","19.3943520170057","0","0","25.1868147182604","24.7090559306896","16"
"Year 1 Jan 18 06:00","18.6648963015888","0","0","-1.30483265718728","24.348217799383","15.2"
"Year 1 Jan 18 07:00","18.421777104406","0","0","-26.0848122047308","23.9863870198091","15.9"
"Year 1 Jan 18 08:00","19.005199258866","57","34.5","-49.5743173329784","23.6359158643119","17.1"
"Year 1 Jan 18 09:00","20.8605627804791","306.5","108.75","-68.6848122422349","23.31971007101","18.3"
"Year 1 Jan 18 10:00","22.9192166380293","605","128.5","-81.8982137212505","23.097146480368","20.475"
"Year 1 Jan 18 11:00","24.6294865175181","806.5","103.5","-85.5993527143475","23.0106040329575","22.9"
"Year 1 Jan 18 12:00","26.4691654080129","847.75","116.25","-78.720102223219","23.0608524404328","25.375"
"Year 1 Jan 18 13:00","28.6963300805707","857.25","123","-63.6103514313411","23.2345531927195","27.2"
"Year 1 Jan 18 14:00","35.6253765028435","855","113.5","-40.0408798282259","23.5206863552334","28.8"
"Year 1 Jan 18 15:00","43.3729651421228","842","84.5","-1.92194744942853","23.9943780858747","30.4"
"Year 1 Jan 18 16:00","48.5743537083222","723.25","83.5","58.8722387229638","24.7931156628623","30.575"
"Year 1 Jan 18 17:00","47.6556305563385","462.75","77.5","148.285702075444","25.9020485526005","30.35"
"Year 1 Jan 18 18:00","39.6500796689518","117","41.75","248.620254072779","27.118491352567","30.075"
"Year 1 Jan 18 19:00","32.6964547294033","0","0","323.582412511687","28.1122187359198","28.275"
"Year 1 Jan 18 20:00","30.0743578285314","0","0","352.416769184576","28.6500780431654","26.05"
"Year 1 Jan 18 21:00","28.0301930487997","0","0","339.901835642839","28.777947755842","23.775"
"Year 1 Jan 18 22:00","26.5558505252833","0","0","304.998999851626","28.6466973007044","22.6"
"Year 1 Jan 18 23:00","25.4238428276827","0","0","259.218495640647","28.3772536500298","21.8"
"Year 1 Jan 19 00:00","24.4261746831906","0","0","212.078270379694","28.0350021432755","21"
"Year 1 Jan 19 01:00","23.5293026021685","0","0","167.134060728442","27.6589436573307","20.2"
"Year 1 Jan 19 02:00","22.6899168992892","0","0","125.199694707087","27.2713347023974","19.4"
"Year 1 Jan 19 03:00","21.8869348157026","0","0","87.4346871166112","26.8789414476032","18.6"
"Year 1 Jan 19 04:00","21.0606154138874","0","0","53.0939339548509","26.48688593692","17.725"
"Year 1 Jan 19 05:00","20.1654561201086","0","0","21.6103212555269","26.096858697757","16.9"
"Year 1 Jan 19 06:00","19.2150142433173","0","0","-7.33061212207466","25.7045900283314","16.025"
"Year 1 Jan 19 07:00","18.7153606122734","0","0","-34.3206287002795","25.3051733471818","15.8"
"Year 1 Jan 19 08:00","18.9934104538841","56.5","34.5","-59.6160436936003","24.903823272943","15.8"
"Year 1 Jan 19 09:00","20.4764004293399","298.5","111.25","-80.3390229083007","24.5196514946704","15.8"
"Year 1 Jan 19 10:00","22.2142895552612","583.75","136.5","-96.7022661616705","24.2155037248345","17.6"
"Year 1 Jan 19 11:00","23.4607471686888","799.5","105.75","-104.964780770869","24.0344519331702","20"
"Year 1 Jan 19 12:00","24.9811056952153","843.25","118.25","-103.685973359952","23.9761708994697","22.4"
"Year 1 Jan 19 13:00","26.9738958274139","863","121","-94.4351922717646","24.0255281232716","24.05"
"Year 1 Jan 19 14:00","33.7558991887595","860.75","114.75","-76.8096804114427","24.1766403088512","25.45"
"Year 1 Jan 19 15:00","41.7010481141988","817.75","106.25","-45.2134308819558","24.515316223537","26.85"
"Year 1 Jan 19 16:00","46.4764412215086","679.5","109.75","10.9504242404281","25.1861570965503","26.975"
"Year 1 Jan 19 17:00","44.8735272268522","413.75","97.5","92.3714284632569","26.1912067424662","26.75"
"Year 1 Jan 19 18:00","36.9842068219936","93.75","47.75","186.643931997786","27.2891850936774","26.475"
"Year 1 Jan 19 19:00","30.4158815885841","0","0","254.440706065817","28.1604145720537","25.125"
"Year 1 Jan 19 20:00","28.0309829944587","0","0","277.985407550257","28.5885115728902","23.35"
