1,"Building 1.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Aug 07 20:00","0","0","29.65","176.417354644695","32.8586991350074","32.1335769301001"
"Year 1 Aug 07 21:00","0","0","29.125","157.397133626126","32.7820122100022","31.3155207366926"
"Year 1 Aug 07 22:00","0","0","28.625","132.812129780089","32.6246795118067","30.6340002819841"
"Year 1 Aug 07 23:00","0","0","28.2","107.057165208082","32.4234613205262","30.0633120307887"
"Year 1 Aug 08 00:00","0","0","27.725","81.7453262774834","32.2030320396905","29.513175754551"
"Year 1 Aug 08 01:00","0","0","27.15","58.4432347244937","31.9730950835142","28.8857023721355"
"Year 1 Aug 08 02:00","0","0","26.55","36.8468961511123","31.7373227121591","28.2314824454326"
"Year 1 Aug 08 03:00","0","0","26.4","16.204299075229","31.496060939769","27.8275277306549"
"Year 1 Aug 08 04:00","0","0","26.325","-3.5588123659479","31.2529925679942","27.5806737455504"
"Year 1 Aug 08 05:00","0","0","26.15","-21.0046419041224","31.013792103916","27.3638486467343"
"Year 1 Aug 08 06:00","0","0","26.025","-35.87899320141","30.7847777926861","27.1676164200065"
"Year 1 Aug 08 07:00","36.75","28.5","26.3","-48.3039734363958","30.5684059512814","27.7847602330751"
"Year 1 Aug 08 08:00","126.25","179.5","26.7","-58.8985097580303","30.3836983023691","29.8804519920489"
"Year 1 Aug 08 09:00","185.75","423","27.1","-62.5198413491718","30.2752900238023","32.4464512584113"
"Year 1 Aug 08 10:00","218.75","559.5","27.725","-55.0689882793639","30.2929163027141","34.7688905945659"
"Year 1 Aug 08 11:00","310.5","496.75","28.35","-36.3057583641722","30.455714248148","37.4287753490226"
"Year 1 Aug 08 12:00","420.25","353.5","29.025","-8.20804620905581","30.7605901275471","39.5665491221007"
"Year 1 Aug 08 13:00","426","368.5","29.725","29.3264960170466","31.1857669926641","41.0511098737209"
"Year 1 Aug 08 14:00","410.25","363.5","30.35","72.0157445674186","31.6906771588787","41.8198594665046"
"Year 1 Aug 08 15:00","386","309.75","31.025","114.137035639433","32.2324876967089","41.8774548785236"
"Year 1 Aug 08 16:00","327","202","31.5","153.277988772898","32.7562598785132","40.7531688565017"
"Year 1 Aug 08 17:00","235","84.5","31.9","183.779231724477","33.211440830319","39.206371074422"
"Year 1 Aug 08 18:00","114","15","32.3","201.624596489513","33.5585118280843","37.0402402636505"
"Year 1 Aug 08 19:00","29.5","0","31.5","205.414290489557","33.7680851203716","34.7122188297333"
"Year 1 Aug 08 20:00","0","0","30.3","196.688532175039","33.8212542796982","32.9651493980366"
"Year 1 Aug 08 21:00","0","0","29.1","176.292847936228","33.736359870862","31.7731772477563"
"Year 1 Aug 08 22:00","0","0","28.575","149.034165663854","33.5515496482002","30.9053391785158"
"Year 1 Aug 08 23:00","0","0","28.35","118.060306879497","33.3118116331483","30.2870317161879"
"Year 1 Aug 09 00:00","0","0","28.075","87.3986192354394","33.0468126142115","29.7355697427045"
"Year 1 Aug 09 01:00","0","0","27.85","59.3194026000456","32.773258335796","29.3314989532324"
"Year 1 Aug 09 02:00","0","0","27.65","33.810265398163","32.5036088555511","29.0136541765838"
"Year 1 Aug 09 03:00","0","0","27.45","11.3220911943417","32.2451587917484","28.7291042187748"
"Year 1 Aug 09 04:00","0","0","27.1","-7.95155626487571","32.0002317496648","28.4165486829625"
"Year 1 Aug 09 05:00","0","0","26.7","-24.1477227932657","31.7670814416149","28.0534231675138"
"Year 1 Aug 09 06:00","0","0","26.3","-38.409315348796","31.5391495545207","24.9046430618086"
"Year 1 Aug 09 07:00","26.25","0","26.275","-54.9190206707513","31.2677518264956","26.0687003714642"
"Year 1 Aug 09 08:00","108.25","12","26.45","-75.3222384905606","30.9600587561783","28.6552016594569"
"Year 1 Aug 09 09:00","222.25","66.75","26.575","-88.0088845544295","30.7288607986645","31.1577048005687"
"Year 1 Aug 09 10:00","334.75","154.75","27.425","-86.9735948387455","30.6429623373234","34.4195301879154"
"Year 1 Aug 09 11:00","388.25","277","28.45","-71.668800615928","30.7343744452651","37.7920758932989"
"Year 1 Aug 09 12:00","416.5","341.25","29.525","-41.546822693798","31.0139213938155","40.57888337596"
"Year 1 Aug 09 13:00","449","266.25","30.175","-0.875752470315303","31.4703187517195","41.562719168003"
"Year 1 Aug 09 14:00","450.75","168.25","30.75","48.0231471280508","32.0249160088134","41.6156370864084"
"Year 1 Aug 09 15:00","403.75","111.5","31.275","94.8486243099098","32.5914016054239","40.8087365601573"
"Year 1 Aug 09 16:00","344.25","138.5","31.325","133.188905128241","33.1005722097981","39.8822115857333"
"Year 1 Aug 09 17:00","275","90.25","31.15","161.538510915966","33.5065213610443","38.3898748761186"
"Year 1 Aug 09 18:00","135","70.5","31.025","176.937980892624","33.7967052233553","36.0770956615457"
"Year 1 Aug 09 19:00","36.25","0","30.325","178.544108271295","33.95083957345","33.5543332403479"
"Year 1 Aug 09 20:00","0","0","29.5","166.869793260929","33.9493306208486","31.8020010551486"
"Year 1 Aug 09 21:00","0","0","28.625","143.67926301058","33.8087516539677","30.635585533365"
"Year 1 Aug 09 22:00","0","0","28.175","114.108763008373","33.5716181584415","29.8845474350575"
"Year 1 Aug 09 23:00","0","0","27.8","81.9216155850168","33.2858083808356","29.3370584674431"
"Year 1 Aug 10 00:00","0","0","27.475","51.5835249313928","32.9805871500626","28.8825740041726"
"Year 1 Aug 10 01:00","0","0","27.025","23.8616997025855","32.6771005803046","28.3900901647949"
"Year 1 Aug 10 02:00","0","0","26.6","-0.433866639328875","32.3809933569663","27.8895768101373"
"Year 1 Aug 10 03:00","0","0","26.125","-21.9099782397374","32.0923344061652","27.3880583080003"
"Year 1 Aug 10 04:00","0","0","26","-40.8486108766841","31.8082178435122","27.0741649110274"
"Year 1 Aug 10 05:00","0","0","26","-57.59684492667","31.5296242107889","26.8592288041803"
"Year 1 Aug 10 06:00","0","0","26","-73.2223627683153","31.267167575083","26.6664302211952"
"Year 1 Aug 10 07:00","35.5","15.75","26.3","-86.7083650972611","31.0228615887777","27.1762334632032"
"Year 1 Aug 10 08:00","133.25","87.5","26.7","-97.4248418570925","30.8085018141679","28.9172551098572"
"Year 1 Aug 10 09:00","246.25","173","27.1","-101.591356714295","30.6614257899124","31.2334709893323"
"Year 1 Aug 10 10:00","347","237.75","27.95","-95.6746869575378","30.6272640923542","34.1881999930137"
"Year 1 Aug 10 11:00","375.5","335.25","28.95","-78.0492253453954","30.7407915888505","37.285235178995"
"Year 1 Aug 10 12:00","409.5","350","29.95","-47.9278502298727","31.0174830851821","39.8906922195683"
"Year 1 Aug 10 13:00","448.25","268","30.425","-8.34245039346728","31.4505391511472","41.2554811759031"
"Year 1 Aug 10 14:00","450.75","169","30.65","38.0783213170389","31.9839814253841","41.8527010104371"
"Year 1 Aug 10 15:00","407.5","86.25","30.925","85.9729737224825","32.5417761594031","41.4762809851407"
"Year 1 Aug 10 16:00","344","48.5","30.85","127.021660323148","33.0700947615938","40.1781126021955"
"Year 1 Aug 10 17:00","234","28.25","30.65","159.066938648631","33.5071025969656","38.1064660307404"
"Year 1 Aug 10 18:00","112.75","12.75","30.45","176.323184560418","33.8121392415938","35.6487504595618"
"Year 1 Aug 10 19:00","28","0","29.725","177.489603656876","33.9581890685834","33.2981478788275"
"Year 1 Aug 10 20:00","0","0","28.9","164.460637403262","33.9391013485415","31.6979684466315"
"Year 1 Aug 10 21:00","0","0","28.025","140.574496806124","33.7841193306771","30.6331746325364"
"Year 1 Aug 10 22:00","0","0","27.65","110.851948198425","33.54156911562","29.9223358139324"
"Year 1 Aug 10 23:00","0","0","27.45","79.2378858842904","33.2566544258946","29.4116316426103"
"Year 1 Aug 11 00:00","0","0","27.25","49.3299646491799","32.9579129424804","28.9870570089965"
"Year 1 Aug 11 01:00","0","0","27.125","22.3445629716236","32.6630939121469","28.669385047998"
"Year 1 Aug 11 02:00","0","0","27.1","-1.27703884145867","32.3806981169336","28.4210064092662"
"Year 1 Aug 11 03:00","0","0","27.025","-21.3964637209116","32.1149034614512","28.2188189811071"
"Year 1 Aug 11 04:00","0","0","26.85","-37.9655850891872","31.8660992833663","27.9825258694144"
"Year 1 Aug 11 05:00","0","0","26.65","-51.3782144189734","31.6323442423167","27.762436186839"
"Year 1 Aug 11 06:00","0","0","26.45","-63.451096383086","31.415694073531","27.5398337876416"
"Year 1 Aug 11 07:00","29.75","0","26.7","-73.8523144813966","31.212570047185","27.9706521849832"
"Year 1 Aug 11 08:00","117","10.75","27.175","-82.4832210095706","31.0329432762509","29.6584668526881"
"Year 1 Aug 11 09:00","221.25","47.25","27.6","-85.5664847666322","30.9136812088619","31.9975536134746"
"Year 1 Aug 11 10:00","333.75","61.5","28","-78.972803588264","30.9008858769477","34.7095167128413"
"Year 1 Aug 11 11:00","415.5","76.25","28.475","-60.7971613791686","31.0261258755298","37.3638892790838"
"Year 1 Aug 11 12:00","444.75","107.5","28.9","-31.8835554379374","31.2995629679411","39.2731519969618"
"Year 1 Aug 11 13:00","462.75","109","29.525","4.30296929014796","31.7018437259266","40.6597549241373"
"Year 1 Aug 11 14:00","455.25","96.75","30.15","46.7550041246981","32.1752712623958","41.450906673949"
"Year 1 Aug 11 15:00","425.5","104","30.825","88.767512087088","32.6800255858683","41.6891946592545"
"Year 1 Aug 11 16:00","334.5","221.5","31.525","125.856024144873","33.1795461765201","41.0667280506768"
"Year 1 Aug 11 17:00","272.75","174","32.15","157.096341716189","33.6266545148554","39.530793290395"
"Year 1 Aug 11 18:00","135.5","121.5","32.825","177.207472913603","33.9808663917221","37.2559437681316"
"Year 1 Aug 11 19:00","37.75","0","32.175","183.38570895811","34.2022799658827","34.6937309784607"
"Year 1 Aug 11 20:00","0","0","31","176.408657524182","34.2593841579004","32.8456064042949"
"Year 1 Aug 11 21:00","0","0","29.875","156.713981254077","34.1673956078491","31.6009669126844"
"Year 1 Aug 11 22:00","0","0","30.425","128.82198583453","33.9707503168941","31.3481020657409"
"Year 1 Aug 11 23:00","0","0","31.6","96.1199119268989","33.7343029182972","31.6364813969823"
"Year 1 Aug 12 00:00","0","0","32.725","66.7746605744185","33.5069671735329","32.0371131348334"
"Year 1 Aug 12 01:00","0","0","31.425","44.5585521235574","33.3165880515382","31.5120490523826"
"Year 1 Aug 12 02:00","0","0","29.25","31.4603832504579","33.144183474972","30.3223740116127"
"Year 1 Aug 12 03:00","0","0","27.125","19.2237591115733","32.9626296247303","28.9173545745326"
"Year 1 Aug 12 04:00","0","0","26.45","3.89769570190805","32.7435608314888","28.1566839441769"
"Year 1 Aug 12 05:00","0","0","26.25","-15.5628413350598","32.4861167909995","27.7289627496199"
"Year 1 Aug 12 06:00","0","0","26.05","-35.1421374815345","32.2067658441296","27.366826291697"
"Year 1 Aug 12 07:00","35.25","18.25","26.225","-52.7181618650356","31.9226237967462","27.7952128631896"
"Year 1 Aug 12 08:00","134","91.25","26.6","-68.6528996655396","31.662063190771","29.5966679990317"
"Year 1 Aug 12 09:00","250.75","161.5","26.925","-77.9875607228454","31.4726833403283","32.026148220756"
"Year 1 Aug 12 10:00","347","236.75","27.75","-76.18453792917","31.405483817459","35.1079620794961"
"Year 1 Aug 12 11:00","375.75","334","28.75","-61.3973946030716","31.497678262524","38.1874293444741"
"Year 1 Aug 12 12:00","392","393.75","29.75","-33.3033777674654","31.7638097853852","40.8687489901487"
"Year 1 Aug 12 13:00","362.5","490","30.6","4.90530962087435","32.1938476835695","43.4037644326983"
"Year 1 Aug 12 14:00","330.25","540.25","31.4","53.4855400645315","32.7423037927284","45.2672348982643"
"Year 1 Aug 12 15:00","286.75","560.25","32.2","106.271230293419","33.3774535492592","45.686519008398"
"Year 1 Aug 12 16:00","211.5","569.25","32.175","158.627902215843","34.0378929416651","43.9055548149574"
"Year 1 Aug 12 17:00","184.5","416.5","31.95","203.618325388739","34.6228460137055","41.3545974474719"
"Year 1 Aug 12 18:00","127.25","176.25","31.675","230.11563937172","35.0552070588659","38.8618452836446"
"Year 1 Aug 12 19:00","37.75","0","30.25","237.082176837669","35.2979719905192","35.7496311514514"
"Year 1 Aug 12 20:00","0","0","28.45","226.845665974254","35.3381063123064","33.507395702357"
"Year 1 Aug 12 21:00","0","0","26.65","200.950900756208","35.1911851683805","25.9896082348757"
"Year 1 Aug 12 22:00","0","0","26.05","155.669715244027","34.8206138534278","27.2924369881019"
"Year 1 Aug 12 23:00","0","0","25.85","96.0268792582753","34.2782291166226","28.8762997985369"
"Year 1 Aug 13 00:00","0","0","25.65","44.9533394267787","33.7555785407241","25.0869601181367"
"Year 1 Aug 13 01:00","0","0","25.6","1.24963064155408","33.2624226967975","26.0753173710346"
"Year 1 Aug 13 02:00","0","0","25.525","-38.6267282189834","32.7635978707653","27.3352240985399"
"Year 1 Aug 13 03:00","0","0","25.5","-67.1729072919381","32.3348190337114","27.3812427519233"
"Year 1 Aug 13 04:00","0","0","25.5","-87.2625126230284","32.0007955556421","27.2973211325498"
"Year 1 Aug 13 05:00","0","0","25.425","-101.005055009694","31.7301506849452","27.1573134321283"
"Year 1 Aug 13 06:00","0","0","25.4","-110.691077113378","31.4964124061357","27.0256137479127"
"Year 1 Aug 13 07:00","16.25","0","25.475","-117.993796153683","31.2861628261146","27.2212715768133"
"Year 1 Aug 13 08:00","53.5","0","25.5","-123.169431114734","31.0973930467995","27.9645064586245"
"Year 1 Aug 13 09:00","102.25","7.25","25.575","-125.146949787022","30.9404099567988","25.5902444810169"
"Year 1 Aug 13 10:00","229.25","31","25.825","-127.626190949053","30.7814634934626","28.258196447239"
"Year 1 Aug 13 11:00","372.75","51.25","26.05","-130.25257008632","30.6246142875454","33.6733460647301"
"Year 1 Aug 13 12:00","460.5","113","26.325","-118.638462779312","30.618728832365","25.2599223283574"
"Year 1 Aug 13 13:00","478","200","27","-105.524635073086","30.6474064025084","30.6564443566685"
"Year 1 Aug 13 14:00","429","298.25","27.725","-101.295003722215","30.6042348376368","38.2985153489852"
"Year 1 Aug 13 15:00","383.25","336.25","28.5","-77.3602430070703","30.7794175392426","39.7924932315559"
"Year 1 Aug 13 16:00","288.75","367.5","29.3","-33.5881037423583","31.2106527601235","39.186033825104"
"Year 1 Aug 13 17:00","210.25","299.5","30.025","12.4382115696451","31.7414410590852","37.5641739661342"
"Year 1 Aug 13 18:00","130","129","30.8","52.8298428276995","32.2049152284185","35.734280848376"
"Year 1 Aug 13 19:00","37","0","30.1","77.3700743773034","32.5387892615243","33.1605277951111"
"Year 1 Aug 13 20:00","0","0","28.9","87.9217033475136","32.6971330368061","31.272808594485"
"Year 1 Aug 13 21:00","0","0","27.7","83.6797459966696","32.6856665231225","30.0682691474447"
"Year 1 Aug 13 22:00","0","0","27.25","68.1534187216338","32.5517353832137","29.4637144744877"
"Year 1 Aug 13 23:00","0","0","27.05","46.7284892875948","32.3497097436594","29.1153088123148"
"Year 1 Aug 14 00:00","0","0","26.85","25.0307941158327","32.1201244086357","28.8238191464666"
"Year 1 Aug 14 01:00","0","0","26.8","5.15879332463611","31.8878731695268","28.4788280230007"
"Year 1 Aug 14 02:00","0","0","26.8","-12.450691051044","31.6628986675913","28.1198634261798"
"Year 1 Aug 14 03:00","0","0","26.8","-27.8044192792786","31.4442912804378","27.7843553730629"
"Year 1 Aug 14 04:00","0","0","26.65","-41.0654848592917","31.2295375103956","27.5400157263202"
"Year 1 Aug 14 05:00","0","0","26.45","-52.9047207696293","31.0203696162048","27.3426076047619"
"Year 1 Aug 14 06:00","0","0","26.25","-63.7072214815006","30.8214050126236","27.1447480652902"
"Year 1 Aug 14 07:00","35.25","23.5","26.575","-73.103034097355","30.6328942586166","27.7525743707352"
"Year 1 Aug 14 08:00","128","140","27","-80.6924936506688","30.4695194277216","29.7850809442886"
"Year 1 Aug 14 09:00","214.75","305","27.475","-81.7965294041108","30.3752636955785","32.3365539348025"
"Year 1 Aug 14 10:00","286.75","388.75","28.2","-72.4769179574723","30.4015077388919","35.3259471423574"
"Year 1 Aug 14 11:00","356.5","389.75","29","-51.1840865659911","30.5788398736026","38.0567670767952"
"Year 1 Aug 14 12:00","408.75","348.5","29.8","-18.9212718011514","30.913985448483","39.732940664437"
"Year 1 Aug 14 13:00","448","265.25","30","20.4588840618313","31.3744348363521","40.5367914615985"
"Year 1 Aug 14 14:00","449.25","167.5","30","65.2333473604605","31.8799247323152","40.721697956567"
"Year 1 Aug 14 15:00","402.75","88.25","30","106.206878067264","32.3825505491557","40.0442745305353"
"Year 1 Aug 14 16:00","335.25","54.5","30","139.712158532833","32.8324279884408","38.9673836888243"
"Year 1 Aug 14 17:00","229.25","27.75","30","163.301793106419","33.1908543389631","37.2782624702731"
"Year 1 Aug 14 18:00","109.75","11.25","30","174.341328823023","33.4359027895169","35.1914997022491"
"Year 1 Aug 14 19:00","28","0","29.625","172.348240422516","33.549515776475","33.088737793752"
"Year 1 Aug 14 20:00","0","0","29.2","158.56095466205","33.5255459917545","31.7113964416576"
"Year 1 Aug 14 21:00","0","0","28.725","135.568609706209","33.3870094504223","30.8824088750518"
"Year 1 Aug 14 22:00","0","0","28.225","108.400928367209","33.1750193214026","30.1742038072195"
"Year 1 Aug 14 23:00","0","0","27.65","80.5632927413908","32.926131260659","29.5087237449547"
"Year 1 Aug 15 00:00","0","0","27.125","54.2031246286256","32.6586912913594","28.8548529778781"
"Year 1 Aug 15 01:00","0","0","26.775","29.0710902600661","32.384544067297","28.3543399253184"
"Year 1 Aug 15 02:00","0","0","26.55","5.79197389893038","32.1084085158925","27.9098485277355"
"Year 1 Aug 15 03:00","0","0","26.275","-15.248813101741","31.8353567234698","27.5139464354102"
"Year 1 Aug 15 04:00","0","0","26.05","-33.7648843905344","31.5674009941991","27.2485843602486"
"Year 1 Aug 15 05:00","0","0","25.85","-49.4535015740287","31.3061257751126","27.045892201334"
"Year 1 Aug 15 06:00","0","0","25.65","-63.7116225379435","31.0601540255654","26.8791214082364"
"Year 1 Aug 15 07:00","35.25","25.75","25.975","-76.009924840145","30.8322043532062","27.4526983171894"
"Year 1 Aug 15 08:00","124","169.25","26.55","-85.8898898355916","30.635649141779","29.5581458030362"
"Year 1 Aug 15 09:00","184.25","420.75","27.075","-88.8266414699869","30.5141975187901","32.2059197264264"
"Year 1 Aug 15 10:00","206.5","589.5","27.875","-80.4195731930018","30.5208762709779","35.6730978821163"
"Year 1 Aug 15 11:00","258.75","612","28.7","-58.7535628883859","30.6923084114343","39.2373409165596"
